                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999888 |   391887309 |  1079322024 |   956001797
  Cycles                             |  2290186428 |  2290189693 |  2290189383 |  2290189628
  IPC                                |        0.11 |        0.17 |        0.47 |        0.42
  Time (ns)                          |   763395476 |   763396565 |   763396461 |   763396543
Branch predictor stats               |             |             |             |            
  num correct                        |    19818647 |    10748741 |   138815827 |   105296584
  num incorrect                      |     1620730 |     5317019 |    32554230 |    16044836
  misprediction rate                 |       7.56% |      33.10% |      19.00% |      13.22%
  mpki                               |        6.48 |       13.57 |       30.16 |       16.78
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    20925725 |    30197012 |   151226083 |   112185747
    num misses                       |          42 |           3 |         145 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    68803936 |   183696096 |   422097453 |   423022771
    num misses                       |      336523 |      184303 |      734435 |     4490948
    miss rate                        |       0.49% |       0.10% |       0.17% |       1.06%
    mpki                             |        1.35 |        0.47 |        0.68 |        4.70
  L2 TLB                             |             |             |             |            
    num accesses                     |      336565 |      184306 |      734580 |     4490958
    num misses                       |      104710 |      119225 |      119318 |      396109
    miss rate                        |      31.11% |      64.69% |      16.24% |       8.82%
    mpki                             |        0.42 |        0.30 |        0.11 |        0.41
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    20925725 |    30197012 |   151226083 |   112185747
    num cache misses                 |       27991 |       22672 |     4427107 |       42212
    miss rate                        |       0.13% |       0.08% |       2.93% |       0.04%
    mpki                             |        0.11 |        0.06 |        4.10 |        0.04
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    68803936 |   183696096 |   422097453 |   423022771
    num cache misses                 |     3675019 |     8760301 |     5089285 |    14318702
    miss rate                        |       5.34% |       4.77% |       1.21% |       3.38%
    mpki                             |       14.70 |       22.35 |        4.72 |       14.98
  Cache L2                           |             |             |             |            
    num cache accesses               |     3736597 |     9180631 |     9843524 |    14502474
    num cache misses                 |     3206571 |     7658493 |     2665256 |     7806986
    miss rate                        |      85.82% |      83.42% |      27.08% |      53.83%
    mpki                             |       12.83 |       19.54 |        2.47 |        8.17
  Cache L3                           |             |             |             |            
    num cache accesses               |     3240239 |     8056151 |     2998566 |     7967610
    num cache misses                 |     3066182 |     7629672 |     1015644 |     2319699
    miss rate                        |      94.63% |      94.71% |      33.87% |      29.11%
    mpki                             |       12.26 |       19.47 |        0.94 |        2.43
DRAM summary                         |             |             |             |            
  num dram accesses                  |    16869411 |           0 |           0 |           0
  average dram access latency (ns)   |      555.18 |         inf |         inf |         inf
  average dram queueing delay        |      415.14 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
