                                   | Core 0     
  Instructions                     |   249999989
  Cycles                           |  3321716475
  IPC                              |        0.08
  Time (ns)                        |  1107238825
Branch predictor stats             |            
  num correct                      |    43244780
  num incorrect                    |    11689069
  misprediction rate               |      21.28%
  mpki                             |       46.76
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    23761816
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    88558906
    num misses                     |    21159626
    miss rate                      |      23.89%
    mpki                           |       84.64
  L2 TLB                           |            
    num accesses                   |    21159629
    num misses                     |    10898497
    miss rate                      |      51.51%
    mpki                           |       43.59
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    23761816
    num cache misses               |      184694
    miss rate                      |       0.78%
    mpki                           |        0.74
  Cache L1-D                       |            
    num cache accesses             |    88558906
    num cache misses               |    28689284
    miss rate                      |      32.40%
    mpki                           |      114.76
  Cache L2                         |            
    num cache accesses             |    32766999
    num cache misses               |    24288720
    miss rate                      |      74.13%
    mpki                           |       97.15
  Cache L3                         |            
    num cache accesses             |    28211366
    num cache misses               |    20380345
    miss rate                      |      72.24%
    mpki                           |       81.52
DRAM summary                       |            
  num dram accesses                |    24632918
  average dram access latency (ns) |      106.33
  average dram queueing delay      |       21.29
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
