                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1604762334 |   7740421019 |   1271265967 |  11016644383 |   1254864480 |    249999989 |   2145171511 |    878158934 |   4934456682 |   3246045712 |   3472608370 |   6004352002 |  16107633585 |   6949529214 |  12974966627 |    458122907
  Cycles                             |  10556853113 |  10556851468 |  10556851925 |  10556850612 |  10556850987 |  10556845012 |  10556850600 |  10556851037 |  10556851864 |  10556851191 |  10556852021 |  10556852132 |  10556850613 |  10556851124 |  10556850600 |  10556850977
  IPC                                |         0.15 |         0.73 |         0.12 |         1.04 |         0.12 |         0.02 |         0.20 |         0.08 |         0.47 |         0.31 |         0.33 |         0.57 |         1.53 |         0.66 |         1.23 |         0.04
  Time (ns)                          |   3518951038 |   3518950489 |   3518950642 |   3518950204 |   3518950329 |   3518948337 |   3518950200 |   3518950346 |   3518950621 |   3518950397 |   3518950674 |   3518950711 |   3518950204 |   3518950375 |   3518950200 |   3518950326
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     14563425 |   1183509805 |    100777327 |    976586063 |     24411824 |     43244780 |    114754013 |    120731737 |    536682802 |     74875151 |    528497505 |    905592821 |   1073237072 |    375854228 |    573050956 |    107309932
  num incorrect                      |        97544 |    303197047 |      8240130 |    162894004 |     33558140 |     11689069 |      2684693 |     16586605 |     81748333 |      1335715 |    113629028 |    101790637 |    184244062 |    263594595 |     32516866 |     11915124
  misprediction rate                 |        0.67% |       20.39% |        7.56% |       14.30% |       57.89% |       21.28% |        2.29% |       12.08% |       13.22% |        1.75% |       17.70% |       10.10% |       14.65% |       41.22% |        5.37% |        9.99%
  mpki                               |         0.06 |        39.17 |         6.48 |        14.79 |        26.74 |        46.76 |         1.25 |        18.89 |        16.57 |         0.41 |        32.72 |        16.95 |        11.44 |        37.93 |         2.51 |        26.01
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    141830558 |   1006964473 |    106529789 |   1250963920 |    138337104 |     23761816 |    214196867 |    153862733 |    580742500 |    290085761 |    479605277 |    961342122 |   1954553874 |    565611930 |   1235600936 |     38743818
    num misses                       |            3 |           19 |           42 |         3709 |           14 |            3 |           47 |          105 |           10 |            4 |          623 |        34919 |           18 |           52 |            8 |        31820
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.08%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.01 |         0.00 |         0.00 |         0.00 |         0.07
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
