                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   599386343 |   249999973 |   991308766 |   275127774
  Cycles                             |  1017153052 |  1017151480 |  1017153314 |  1017153303
  IPC                                |        0.59 |        0.25 |        0.97 |        0.27
  Time (ns)                          |   339051018 |   339050494 |   339051105 |   339051101
Branch predictor stats               |             |             |             |            
  num correct                        |    36404563 |    40600608 |    53515563 |    46885008
  num incorrect                      |    21906273 |     2521753 |    37656208 |     4228500
  misprediction rate                 |      37.57% |       5.85% |      41.30% |       8.27%
  mpki                               |       36.55 |       10.09 |       37.99 |       15.37
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    71482493 |    41868591 |    80506382 |    31987283
    num misses                       |          10 |           4 |          52 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   275935032 |    75636447 |   292037278 |    95142204
    num misses                       |     1877077 |       88470 |       17697 |     1581243
    miss rate                        |       0.68% |       0.12% |       0.01% |       1.66%
    mpki                             |        3.13 |        0.35 |        0.02 |        5.75
  L2 TLB                             |             |             |             |            
    num accesses                     |     1877087 |       88474 |       17749 |     1581285
    num misses                       |     1490596 |       88474 |       15891 |      438295
    miss rate                        |      79.41% |     100.00% |      89.53% |      27.72%
    mpki                             |        2.49 |        0.35 |        0.02 |        1.59
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    71482493 |    41868591 |    80506382 |    31987283
    num cache misses                 |       18822 |        1860 |       29720 |       16307
    miss rate                        |       0.03% |       0.00% |       0.04% |       0.05%
    mpki                             |        0.03 |        0.01 |        0.03 |        0.06
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   275935032 |    75636447 |   292037278 |    95142204
    num cache misses                 |     4312407 |     5660936 |     1113857 |    11270145
    miss rate                        |       1.56% |       7.48% |       0.38% |      11.85%
    mpki                             |        7.19 |       22.64 |        1.12 |       40.96
  Cache L2                           |             |             |             |            
    num cache accesses               |     4852326 |     7682469 |     1195539 |    12456182
    num cache misses                 |     3038938 |     5662796 |     1096412 |     8454655
    miss rate                        |      62.63% |      73.71% |      91.71% |      67.88%
    mpki                             |        5.07 |       22.65 |        1.11 |       30.73
  Cache L3                           |             |             |             |            
    num cache accesses               |     3681896 |     7682469 |     1149634 |     9626924
    num cache misses                 |     1751835 |     5660184 |     1095077 |     6572202
    miss rate                        |      47.58% |      73.68% |      95.25% |      68.27%
    mpki                             |        2.92 |       22.64 |        1.10 |       23.89
DRAM summary                         |             |             |             |            
  num dram accesses                  |    21237924 |           0 |           0 |           0
  average dram access latency (ns)   |      134.38 |         inf |         inf |         inf
  average dram queueing delay        |       24.37 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      62.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
