                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1958685585 |   6981226722 |   8069702648 |   3218652423 |   4182223114 |    249999989 |   5288739388 |   6480126663 |    827375075 |   1253396314 |   5020411099 |    865273264 |   3487125903 |   1235716278 |   4238737019 |   2127905448
  Cycles                             |  10811791481 |  10811791069 |  10811791200 |  10811791234 |  10811791670 |  10811777490 |  10811791424 |  10811791816 |  10811791555 |  10811791643 |  10811791200 |  10811791765 |  10811790983 |  10811791317 |  10811791402 |  10811791200
  IPC                                |         0.18 |         0.65 |         0.75 |         0.30 |         0.39 |         0.02 |         0.49 |         0.60 |         0.08 |         0.12 |         0.46 |         0.08 |         0.32 |         0.11 |         0.39 |         0.20
  Time (ns)                          |   3603930494 |   3603930356 |   3603930400 |   3603930411 |   3603930557 |   3603925830 |   3603930475 |   3603930605 |   3603930518 |   3603930548 |   3603930400 |   3603930588 |   3603930328 |   3603930439 |   3603930467 |   3603930400
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     64619707 |    321497090 |   1233623594 |     74102740 |    254238826 |     43244780 |    976040493 |    119148825 |    134663421 |     99374954 |    543371442 |    118970139 |    531516233 |     23852588 |      5516189 |    131504314
  num incorrect                      |     30365149 |      2676416 |    316216515 |      1321449 |    152987997 |     11689069 |     66584878 |     18090943 |      8678403 |      8123928 |     82734527 |     16344684 |    113707596 |     32764584 |        93482 |      4532036
  misprediction rate                 |       31.97% |        0.83% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.18% |        6.05% |        7.56% |       13.21% |       12.08% |       17.62% |       57.87% |        1.67% |        3.33%
  mpki                               |        15.50 |         0.38 |        39.19 |         0.41 |        36.58 |        46.76 |        12.59 |         2.79 |        10.49 |         6.48 |        16.48 |        18.89 |        32.61 |        26.51 |         0.02 |         2.13
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
