                                   | Core 0    
  Instructions                     |   99999898
  Cycles                           |   98913923
  IPC                              |       1.01
  Time (ns)                        |   32971308
Branch predictor stats             |           
  num correct                      |    1021249
  num incorrect                    |     248524
  misprediction rate               |     19.57%
  mpki                             |       2.49
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9191444
    num misses                     |         49
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51375933
    num misses                     |      62536
    miss rate                      |      0.12%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      62585
    num misses                     |       1643
    miss rate                      |      2.63%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9191444
    num cache misses               |      19212
    miss rate                      |      0.21%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |   51375933
    num cache misses               |     704560
    miss rate                      |      1.37%
    mpki                           |       7.05
  Cache L2                         |           
    num cache accesses             |     754408
    num cache misses               |     306896
    miss rate                      |     40.68%
    mpki                           |       3.07
  Cache L3                         |           
    num cache accesses             |     337632
    num cache misses               |     263710
    miss rate                      |     78.11%
    mpki                           |       2.64
DRAM summary                       |           
  num dram accesses                |     511036
  average dram access latency (ns) |      51.44
  average dram queueing delay      |       1.43
Coherency Traffic                  |           
  num loads from dram              |     192076
  num loads from dram cache        |          0
  num loads from remote cache      |          0
