                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   851782885 |   249999981 |   440393753 |  2830693444 |  2000608257 |  1082018273 |  3254212780 |  3989351915
  Cycles                             |  3397868557 |  3397865446 |  3397868440 |  3397868400 |  3397868592 |  3397869922 |  3397869849 |  3397869309
  IPC                                |        0.25 |        0.07 |        0.13 |        0.83 |        0.59 |        0.32 |        0.96 |        1.17
  Time (ns)                          |  1132622852 |  1132621815 |  1132622813 |  1132622800 |  1132622864 |  1132623307 |  1132623283 |  1132623103
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7723669 |    58565837 |    73106131 |   432701646 |     2613835 |    66818976 |   149865204 |   320770023
  num incorrect                      |       51718 |     6500447 |     4400563 |   110974866 |       44296 |     2202568 |     1248039 |    53890407
  misprediction rate                 |       0.67% |       9.99% |       5.68% |      20.41% |       1.67% |       3.19% |       0.83% |      14.38%
  mpki                               |        0.06 |       26.00 |        9.99 |       39.20 |        0.02 |        2.04 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75281078 |    21135842 |    74155823 |   368320378 |   229139639 |   102832566 |   248970232 |   584369504
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   231887271 |    86633855 |   133620154 |   952720818 |  1496629310 |   357592322 |  1872562128 |  1912670883
    num misses                       |      413958 |     1331678 |      159748 |     4216794 |    54074412 |     2993105 |      252590 |    10666298
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.84% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.03 |        2.77 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      413961 |     1349119 |      159752 |     4216813 |    54074418 |     2993127 |      252633 |    10666363
    num misses                       |      413647 |     1140464 |      159752 |      882621 |    38608462 |      279729 |       72386 |       68077
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.93% |      71.40% |       9.35% |      28.65% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.30 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75281078 |    21135842 |    74155823 |   368320378 |   229139639 |   102832566 |   248970232 |   584369504
    num cache misses                 |      241808 |      361732 |        6216 |     1442431 |      425692 |      300978 |      169870 |    17360925
    miss rate                        |       0.32% |       1.71% |       0.01% |       0.39% |       0.19% |       0.29% |       0.07% |       2.97%
    mpki                             |        0.28 |        1.45 |        0.01 |        0.51 |        0.21 |        0.28 |        0.05 |        4.35
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   231887271 |    86633855 |   133620154 |   952720818 |  1496629310 |   357592322 |  1872562128 |  1912670883
    num cache misses                 |    43688971 |     7421460 |    10223378 |     3696482 |    16407427 |    21093213 |    17077782 |    63030026
    miss rate                        |      18.84% |       8.57% |       7.65% |       0.39% |       1.10% |       5.90% |       0.91% |       3.30%
    mpki                             |       51.29 |       29.69 |       23.21 |        1.31 |        8.20 |       19.49 |        5.25 |       15.80
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    43930787 |     7802823 |    13563230 |     5939712 |    16833812 |    22910284 |    17276510 |    80439642
    num cache misses                 |    26736880 |     7395146 |    10229594 |     1725152 |    11361410 |     6416368 |    10540065 |     1319034
    miss rate                        |      60.86% |      94.78% |      75.42% |      29.04% |      67.49% |      28.01% |      61.01% |       1.64%
    mpki                             |       31.39 |       29.58 |       23.23 |        0.61 |        5.68 |        5.93 |        3.24 |        0.33
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    26736888 |     7415644 |    13563230 |     2543446 |    11362407 |     7948402 |    10572693 |     1377230
    num cache misses                 |    26341799 |     7261353 |    10220443 |     1422370 |    10606384 |     5829438 |     7237362 |     1086204
    miss rate                        |      98.52% |      97.92% |      75.35% |      55.92% |      93.35% |      73.34% |      68.45% |      78.87%
    mpki                             |       30.93 |       29.05 |       23.21 |        0.50 |        5.30 |        5.39 |        2.22 |        0.27
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   106696676 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      266.80 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      156.79 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
