                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1476091189 |  1061777337 |  1083659886 |   375270929 |  1601304510 |   249999973 |  1514829671 |   750675795
  Cycles                             |  1149663600 |  1149663919 |  1149663602 |  1149663617 |  1149663600 |  1149659672 |  1149663551 |  1149663708
  IPC                                |        1.28 |        0.92 |        0.94 |        0.33 |        1.39 |        0.22 |        1.32 |        0.65
  Time (ns)                          |   383221200 |   383221306 |   383221201 |   383221206 |   383221200 |   383219891 |   383221184 |   383221236
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    84399571 |   162149782 |    21903388 |     7115588 |   142507189 |    40600608 |   121801014 |    45636294
  num incorrect                      |    14305673 |    41711048 |     3263109 |     9890357 |    23869547 |     2521753 |    20467679 |    27461327
  misprediction rate                 |      14.49% |      20.46% |      12.97% |      58.16% |      14.35% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.69 |       39.28 |        3.01 |       26.36 |       14.91 |       10.09 |       13.51 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   165998211 |   138177245 |   103657243 |    41327749 |   181992305 |    41868591 |   221896263 |    89608395
    num misses                       |          56 |          19 |          74 |          14 |         616 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   692818958 |   357259740 |   545978386 |   138295735 |   669675932 |    75636447 |   726241588 |   345097328
    num misses                       |      448100 |     1583544 |     1281672 |      990694 |      351869 |       88470 |     4052840 |     2375401
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      448156 |     1583563 |     1281746 |      990708 |      352485 |       88474 |     4052905 |     2375411
    num misses                       |       70373 |      331169 |       17802 |      990697 |       11193 |       88474 |       25928 |     1888941
    miss rate                        |      15.70% |      20.91% |       1.39% |     100.00% |       3.18% |     100.00% |       0.64% |      79.52%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.52
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   165998211 |   138177245 |   103657243 |    41327749 |   181992305 |    41868591 |   221896263 |    89608395
    num cache misses                 |      339690 |      541607 |       51945 |       16587 |     2268801 |        3610 |     6589691 |       31995
    miss rate                        |       0.20% |       0.39% |       0.05% |       0.04% |       1.25% |       0.01% |       2.97% |       0.04%
    mpki                             |        0.23 |        0.51 |        0.05 |        0.04 |        1.42 |        0.01 |        4.35 |        0.04
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   692818958 |   357259740 |   545978386 |   138295735 |   669675932 |    75636447 |   726241588 |   345097328
    num cache misses                 |     4166214 |     1378227 |     8673803 |    10632043 |     5916314 |     5661786 |    23967615 |     5314579
    miss rate                        |       0.60% |       0.39% |       1.59% |       7.69% |       0.88% |       7.49% |       3.30% |       1.54%
    mpki                             |        2.82 |        1.30 |        8.00 |       28.33 |        3.69 |       22.65 |       15.82 |        7.08
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4513205 |     2219033 |     8908293 |    12058271 |     8209722 |     7685090 |    30574707 |     5774362
    num cache misses                 |     2556926 |      636486 |     2070641 |    10648547 |     1394169 |     5665396 |      471942 |     4477659
    miss rate                        |      56.65% |      28.68% |      23.24% |      88.31% |      16.98% |      73.72% |       1.54% |      77.54%
    mpki                             |        1.73 |        0.60 |        1.91 |       28.38 |        0.87 |       22.66 |        0.31 |        5.96
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2566480 |      942074 |     2253962 |    12058188 |     1421764 |     7685090 |      492158 |     5020409
    num cache misses                 |     1585075 |      514923 |      901155 |    10629393 |      396742 |     5660106 |      389007 |     1486894
    miss rate                        |      61.76% |      54.66% |      39.98% |      88.15% |      27.90% |      73.65% |      79.04% |      29.62%
    mpki                             |        1.07 |        0.48 |        0.83 |       28.32 |        0.25 |       22.64 |        0.26 |        1.98
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30784584 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      154.07 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       44.06 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      80.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
