                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4127237606 |   886665424 |  4051444704 |   249999989 |  3854379794 |  3080679668 |   527714585 |  1025427414
  Cycles                             |  4547489088 |  4547489254 |  4547489242 |  4547486650 |  4547489103 |  4547489076 |  4547489167 |  4547489330
  IPC                                |        0.91 |        0.19 |        0.89 |        0.05 |        0.85 |        0.68 |        0.12 |        0.23
  Time (ns)                          |  1515829696 |  1515829752 |  1515829748 |  1515828884 |  1515829701 |  1515829692 |  1515829723 |  1515829777
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   222059789 |   121892389 |    76992451 |    43244780 |   496665421 |    70975929 |   123657760 |   173938191
  num incorrect                      |   156837427 |    16747968 |    11696278 |    11689069 |   115882046 |     1264173 |    13729929 |    15984286
  misprediction rate                 |      41.39% |      12.08% |      13.19% |      21.28% |      18.92% |       1.75% |       9.99% |       8.42%
  mpki                               |       38.00 |       18.89 |        2.89 |       46.76 |       30.07 |        0.41 |       26.02 |       15.59
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   335996641 |   155335899 |   386306098 |    23761816 |   540473516 |   276099395 |    44592246 |   118895087
    num misses                       |          52 |         105 |         122 |           3 |         267 |           4 |       36419 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1216617138 |   413176591 |  2057421483 |    88558906 |  1505028266 |  1209110711 |   182830756 |   354962848
    num misses                       |       72489 |    16085437 |     4590951 |    21160143 |     2698422 |      639789 |     2803310 |     5977104
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.53% |       1.68%
    mpki                             |        0.02 |       18.14 |        1.13 |       84.64 |        0.70 |        0.21 |        5.31 |        5.83
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       72541 |    16085542 |     4591073 |    21160146 |     2698689 |      639793 |     2839729 |     5977146
    num misses                       |       64648 |     4812936 |       63378 |    10898460 |      429746 |      336610 |     2402417 |     1636932
    miss rate                        |      89.12% |      29.92% |       1.38% |      51.50% |      15.92% |      52.61% |      84.60% |      27.39%
    mpki                             |        0.02 |        5.43 |        0.02 |       43.59 |        0.11 |        0.11 |        4.55 |        1.60
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   335996641 |   155335899 |   386306098 |    23761816 |   540473516 |   276099395 |    44592246 |   118895087
    num cache misses                 |      134739 |     3381340 |      710359 |      190359 |    16917102 |      389229 |      844686 |      134307
    miss rate                        |       0.04% |       2.18% |       0.18% |       0.80% |       3.13% |       0.14% |       1.89% |       0.11%
    mpki                             |        0.03 |        3.81 |        0.18 |        0.76 |        4.39 |        0.13 |        1.60 |        0.13
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1216617138 |   413176591 |  2057421483 |    88558906 |  1505028266 |  1209110711 |   182830756 |   354962848
    num cache misses                 |     4569468 |    23555852 |    31931527 |    28758807 |    18855073 |    31164973 |    15730528 |    41615337
    miss rate                        |       0.38% |       5.70% |       1.55% |      32.47% |       1.25% |       2.58% |       8.60% |      11.72%
    mpki                             |        1.11 |       26.57 |        7.88 |      115.04 |        4.89 |       10.12 |       29.81 |       40.58
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4923003 |    31570263 |    33301973 |    32654711 |    36965991 |    31557487 |    16613154 |    45833613
    num cache misses                 |     4514077 |    23142001 |    17051529 |    24336847 |    16623114 |    22031067 |    15888962 |    36840664
    miss rate                        |      91.69% |      73.30% |      51.20% |      74.53% |      44.97% |      69.81% |      95.64% |      80.38%
    mpki                             |        1.09 |       26.10 |        4.21 |       97.35 |        4.31 |        7.15 |       30.11 |       35.93
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4736515 |    27781907 |    17712158 |    28068208 |    17823614 |    22039118 |    15928027 |    40926447
    num cache misses                 |     4484993 |    15676382 |     3911690 |    17526743 |     3714246 |    20904027 |    14748488 |    22429795
    miss rate                        |      94.69% |      56.43% |      22.08% |      62.44% |      20.84% |      94.85% |      92.59% |      54.81%
    mpki                             |        1.09 |       17.68 |        0.97 |       70.11 |        0.96 |        6.79 |       27.95 |       21.87
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   135342674 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      177.99 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       67.98 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
