                                   | Core 0    
  Instructions                     |  249999950
  Cycles                           |  157955500
  IPC                              |       1.58
  Time (ns)                        |   52651833
Branch predictor stats             |           
  num correct                      |   14251484
  num incorrect                    |    2409711
  misprediction rate               |     14.46%
  mpki                             |       9.64
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28074888
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  117469380
    num misses                     |      75932
    miss rate                      |      0.06%
    mpki                           |       0.30
  L2 TLB                           |           
    num accesses                   |      75988
    num misses                     |      12172
    miss rate                      |     16.02%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28074888
    num cache misses               |      79414
    miss rate                      |      0.28%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  117469380
    num cache misses               |     718398
    miss rate                      |      0.61%
    mpki                           |       2.87
  Cache L2                         |           
    num cache accesses             |     798909
    num cache misses               |     564637
    miss rate                      |     70.68%
    mpki                           |       2.26
  Cache L3                         |           
    num cache accesses             |     565896
    num cache misses               |     369721
    miss rate                      |     65.33%
    mpki                           |       1.48
DRAM summary                       |           
  num dram accesses                |     537804
  average dram access latency (ns) |      50.17
  average dram queueing delay      |       0.17
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
