                                   | Core 0    
  Instructions                     |  249999884
  Cycles                           |  231916699
  IPC                              |       1.08
  Time (ns)                        |   77305566
Branch predictor stats             |           
  num correct                      |   13325983
  num incorrect                    |     311809
  misprediction rate               |      2.29%
  mpki                             |       1.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   24892730
    num misses                     |         47
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   86640605
    num misses                     |     132760
    miss rate                      |      0.15%
    mpki                           |       0.53
  L2 TLB                           |           
    num accesses                   |     132807
    num misses                     |      40811
    miss rate                      |     30.73%
    mpki                           |       0.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   24892730
    num cache misses               |      22760
    miss rate                      |      0.09%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   86640605
    num cache misses               |    3028233
    miss rate                      |      3.50%
    mpki                           |      12.11
  Cache L2                         |           
    num cache accesses             |    3470670
    num cache misses               |    2435439
    miss rate                      |     70.17%
    mpki                           |       9.74
  Cache L3                         |           
    num cache accesses             |    2863974
    num cache misses               |    2121189
    miss rate                      |     74.06%
    mpki                           |       8.48
DRAM summary                       |           
  num dram accesses                |    2967116
  average dram access latency (ns) |      57.44
  average dram queueing delay      |       2.43
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
