                                   | Core 0     
  Instructions                     |   499999985
  Cycles                           |  4424269755
  IPC                              |        0.11
  Time (ns)                        |  1474756585
Branch predictor stats             |            
  num correct                      |    85483294
  num incorrect                    |    23905408
  misprediction rate               |      21.85%
  mpki                             |       47.81
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    49168056
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   179145716
    num misses                     |    42006899
    miss rate                      |      23.45%
    mpki                           |       84.01
  L2 TLB                           |            
    num accesses                   |    42006902
    num misses                     |    21919411
    miss rate                      |      52.18%
    mpki                           |       43.84
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    49168056
    num cache misses               |      383769
    miss rate                      |       0.78%
    mpki                           |        0.77
  Cache L1-D                       |            
    num cache accesses             |   179145716
    num cache misses               |    57249909
    miss rate                      |      31.96%
    mpki                           |      114.50
  Cache L2                         |            
    num cache accesses             |    64764817
    num cache misses               |    48088546
    miss rate                      |      74.25%
    mpki                           |       96.18
  Cache L3                         |            
    num cache accesses             |    55279311
    num cache misses               |    35711533
    miss rate                      |      64.60%
    mpki                           |       71.42
DRAM summary                       |            
  num dram accesses                |    43582619
  average dram access latency (ns) |       71.31
  average dram queueing delay      |        6.29
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
