                                   | Core 0    
  Instructions                     |  499999905
  Cycles                           |  440491153
  IPC                              |       1.14
  Time (ns)                        |  146830385
Branch predictor stats             |           
  num correct                      |   13748171
  num incorrect                    |     237589
  misprediction rate               |      1.70%
  mpki                             |       0.48
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49006107
    num misses                     |         15
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  211163136
    num misses                     |     261279
    miss rate                      |      0.12%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     261294
    num misses                     |      62497
    miss rate                      |     23.92%
    mpki                           |       0.12
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49006107
    num cache misses               |      77664
    miss rate                      |      0.16%
    mpki                           |       0.16
  Cache L1-D                       |           
    num cache accesses             |  211163136
    num cache misses               |    6658149
    miss rate                      |      3.15%
    mpki                           |      13.32
  Cache L2                         |           
    num cache accesses             |    7074178
    num cache misses               |    4806774
    miss rate                      |     67.95%
    mpki                           |       9.61
  Cache L3                         |           
    num cache accesses             |    5145355
    num cache misses               |    3682364
    miss rate                      |     71.57%
    mpki                           |       7.36
DRAM summary                       |           
  num dram accesses                |    4825967
  average dram access latency (ns) |      58.10
  average dram queueing delay      |       3.09
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
