                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   981768536 |  5051212065 |   876338863 |   249999989
  Cycles                             |  6627642097 |  6627642834 |  6627642158 |  6627638936
  IPC                                |        0.15 |        0.76 |        0.13 |        0.04
  Time (ns)                          |  2209214032 |  2209214278 |  2209214053 |  2209212979
Branch predictor stats               |             |             |             |            
  num correct                        |   166246270 |   547002123 |   120453284 |    43244780
  num incorrect                      |    15361047 |    83321851 |    16554275 |    11689069
  misprediction rate                 |       8.46% |      13.22% |      12.08% |      21.28%
  mpki                               |       15.65 |       16.50 |       18.89 |       46.76
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   113815849 |   594705540 |   153541369 |    23761816
    num misses                       |          42 |          10 |         105 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   340217406 |  2270449519 |   408367748 |    88558906
    num misses                       |     5780063 |    23004035 |    15896939 |    21160262
    miss rate                        |       1.70% |       1.01% |       3.89% |      23.89%
    mpki                             |        5.89 |        4.55 |       18.14 |       84.64
  L2 TLB                             |             |             |             |            
    num accesses                     |     5780105 |    23004045 |    15897044 |    21160265
    num misses                       |     1566995 |     2036815 |     4763467 |    10898636
    miss rate                        |      27.11% |       8.85% |      29.96% |      51.51%
    mpki                             |        1.60 |        0.40 |        5.44 |       43.59
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   113815849 |   594705540 |   153541369 |    23761816
    num cache misses                 |       85845 |      219419 |     2404447 |      112399
    miss rate                        |       0.08% |       0.04% |       1.57% |       0.47%
    mpki                             |        0.09 |        0.04 |        2.74 |        0.45
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   340217406 |  2270449519 |   408367748 |    88558906
    num cache misses                 |    39755965 |    72747221 |    22965203 |    28798615
    miss rate                        |      11.69% |       3.20% |       5.62% |      32.52%
    mpki                             |       40.49 |       14.40 |       26.21 |      115.19
  Cache L2                           |             |             |             |            
    num cache accesses               |    44560408 |    73772359 |    30556415 |    32796789
    num cache misses                 |    32513688 |    39794688 |    20627561 |    22693434
    miss rate                        |      72.97% |      53.94% |      67.51% |      69.19%
    mpki                             |       33.12 |        7.88 |       23.54 |       90.77
  Cache L3                           |             |             |             |            
    num cache accesses               |    37235468 |    40679935 |    25828687 |    26625557
    num cache misses                 |    25141944 |     9064699 |    17439695 |    19904979
    miss rate                        |      67.52% |      22.28% |      67.52% |      74.76%
    mpki                             |       25.61 |        1.79 |       19.90 |       79.62
DRAM summary                         |             |             |             |            
  num dram accesses                  |    97737800 |           0 |           0 |           0
  average dram access latency (ns)   |      261.52 |         inf |         inf |         inf
  average dram queueing delay        |      141.50 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
