                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2031352240 |  3662937743 |  1440584779 |   451938264 |  1158680439 |  8031928705 |  2455029154 |  5788657141 |  1736245668 |   249999981 |  6484292946 |   688519838 |  3480954259 |  9677971413 |  1155405056 |  1848308993
  Cycles                             |  5429005224 |  5429004945 |  5429004991 |  5429006460 |  5429004964 |  5429004905 |  5429004934 |  5429004906 |  5429005980 |  5429000788 |  5429006478 |  5429006541 |  5429005591 |  5429004947 |  5429005481 |  5429004923
  IPC                                |        0.37 |        0.67 |        0.27 |        0.08 |        0.21 |        1.48 |        0.45 |        1.07 |        0.32 |        0.05 |        1.19 |        0.13 |        0.64 |        1.78 |        0.21 |        0.34
  Time (ns)                          |  1809668408 |  1809668315 |  1809668331 |  1809668820 |  1809668322 |  1809668302 |  1809668312 |  1809668302 |  1809668660 |  1809666930 |  1809668826 |  1809668847 |  1809668531 |  1809668316 |  1809668494 |  1809668308
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   219270568 |   195594069 |    87555735 |    62117149 |    61983220 |   534800023 |   315788088 |   465480471 |    39989500 |    58565837 |   286390790 |    12680064 |   160305728 |  1786074381 |    10474626 |   281343764
  num incorrect                      |    33312196 |   139759335 |    52686970 |     8550972 |     1450083 |    91860194 |    73861754 |    78208827 |      713173 |     6500447 |    16248782 |    17691649 |     1334790 |   121843812 |       70132 |    60456211
  misprediction rate                 |      13.19% |      41.68% |      37.57% |      12.10% |       2.29% |      14.66% |      18.96% |      14.38% |       1.75% |       9.99% |       5.37% |      58.25% |       0.83% |       6.39% |       0.67% |      17.69%
  mpki                               |       16.40 |       38.15 |       36.57 |       18.92 |        1.25 |       11.44 |       30.09 |       13.51 |        0.41 |       26.00 |        2.51 |       25.70 |        0.38 |       12.59 |        0.06 |       32.71
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   238884094 |   297226983 |   171887950 |    79157915 |   115782449 |   974552853 |   344326059 |   847958908 |   155222425 |    21135842 |   617509423 |    74378172 |   266314753 |  1586944431 |   102115399 |   255028451
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         205 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         368
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   912965768 |  1078278482 |   662365164 |   210631354 |   404764403 |  3386708412 |   960352502 |  2775384506 |   682326559 |    86633855 |  1971090248 |   250163233 |  2003044352 |  3154034605 |   314515106 |   717311865
    num misses                       |     9477364 |       63471 |     4544321 |     8194989 |      611936 |    24068569 |     1697477 |    15480610 |      363745 |     1331685 |      633502 |     1728353 |      270583 |          23 |      561319 |     3809020
    miss rate                        |       1.04% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.67 |        0.02 |        3.15 |       18.13 |        0.53 |        3.00 |        0.69 |        2.67 |        0.21 |        5.33 |        0.10 |        2.51 |        0.08 |        0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     9477374 |       63523 |     4544331 |     8195081 |      611983 |    24068587 |     1697682 |    15480675 |      363749 |     1349126 |      633510 |     1728367 |      270626 |          62 |      561322 |     3809388
    num misses                       |      839306 |       56600 |     3610360 |     2445306 |      191153 |      184212 |      272194 |       98732 |      189746 |     1140475 |       15732 |     1728348 |       77550 |          62 |      560898 |      362475
    miss rate                        |       8.86% |      89.10% |      79.45% |      29.84% |      31.24% |       0.77% |      16.03% |       0.64% |      52.16% |      84.53% |       2.48% |     100.00% |      28.66% |     100.00% |      99.92% |       9.52%
    mpki                             |        0.41 |        0.02 |        2.51 |        5.41 |        0.16 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.51 |        0.02 |        0.00 |        0.49 |        0.20
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   238884094 |   297226983 |   171887950 |    79157915 |   115782449 |   974552853 |   344326059 |   847958908 |   155222425 |    21135842 |   617509423 |    74378172 |   266314753 |  1586944431 |   102115399 |   255028451
    num cache misses                 |       27865 |       72324 |       30063 |      855363 |       26318 |     8155403 |    10001963 |    25072334 |       25435 |      341308 |       49853 |        9310 |      103735 |    15033641 |       75006 |    14461075
    miss rate                        |       0.01% |       0.02% |       0.02% |       1.08% |       0.02% |       0.84% |       2.90% |       2.96% |       0.02% |       1.61% |       0.01% |       0.01% |       0.04% |       0.95% |       0.07% |       5.67%
    mpki                             |        0.01 |        0.02 |        0.02 |        1.89 |        0.02 |        1.02 |        4.07 |        4.33 |        0.01 |        1.37 |        0.01 |        0.01 |        0.03 |        1.55 |        0.06 |        7.82
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   912965768 |  1078278482 |   662365164 |   210631354 |   404764403 |  3386708412 |   960352502 |  2775384506 |   682326559 |    86633855 |  1971090248 |   250163233 |  2003044352 |  3154034605 |   314515106 |   717311865
    num cache misses                 |    29300002 |     3925031 |    10271430 |    11683211 |    14230989 |    15675449 |    11837913 |    91501707 |    17645994 |     7406908 |    52284786 |    19093577 |    18093750 |      139403 |    59211436 |    16143976
    miss rate                        |       3.21% |       0.36% |       1.55% |       5.55% |       3.52% |       0.46% |       1.23% |       3.30% |       2.59% |       8.55% |       2.65% |       7.63% |       0.90% |       0.00% |      18.83% |       2.25%
    mpki                             |       14.42 |        1.07 |        7.13 |       25.85 |       12.28 |        1.95 |        4.82 |       15.81 |       10.16 |       29.63 |        8.06 |       27.73 |        5.20 |        0.01 |       51.25 |        8.73
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    29714681 |     4125469 |    11682124 |    15099085 |    16332777 |    23976632 |    22719664 |   116638007 |    17696563 |     7767885 |    52571960 |    21458285 |    18244184 |    15192521 |    59286452 |    31399472
    num cache misses                 |     9426997 |     3809861 |     5911667 |     9084704 |    10399907 |     1027086 |     3942169 |     1466116 |    12032159 |     7291415 |     1476953 |    19102741 |     9349249 |      422610 |    35970164 |     4708959
    miss rate                        |      31.73% |      92.35% |      50.60% |      60.17% |      63.68% |       4.28% |      17.35% |       1.26% |      67.99% |      93.87% |       2.81% |      89.02% |      51.25% |       2.78% |      60.67% |      15.00%
    mpki                             |        4.64 |        1.04 |        4.10 |       20.10 |        8.98 |        0.13 |        1.61 |        0.25 |        6.93 |       29.17 |        0.23 |       27.74 |        2.69 |        0.04 |       31.13 |        2.55
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    10008556 |     3941205 |     7685511 |    11660730 |    12572798 |     1176119 |     4857552 |     1542125 |    12066365 |     7312067 |     1723128 |    21458138 |     9419922 |      442087 |    35970174 |     5521287
    num cache misses                 |     7699110 |     3809380 |     4806293 |     8584559 |    10323322 |     1026707 |     3876630 |     1464956 |    12010575 |     7219818 |     1476769 |    19096453 |     8052363 |      422542 |    24384376 |     4592651
    miss rate                        |      76.93% |      96.66% |      62.54% |      73.62% |      82.11% |      87.30% |      79.81% |      95.00% |      99.54% |      98.74% |      85.70% |      88.99% |      85.48% |      95.58% |      67.79% |      83.18%
    mpki                             |        3.79 |        1.04 |        3.34 |       18.99 |        8.91 |        0.13 |        1.58 |        0.25 |        6.92 |       28.88 |        0.23 |       27.74 |        2.31 |        0.04 |       21.10 |        2.48
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   173856656 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      420.30 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      310.29 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
