                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1497849761 |  1067378429 |  1136950281 |   375080060 |  1642449426 |   249999973 |  1578112969 |   746230978
  Cycles                             |  1129398616 |  1129398600 |  1129398601 |  1129398762 |  1129398612 |  1129395795 |  1129398599 |  1129398612
  IPC                                |        1.33 |        0.95 |        1.01 |        0.33 |        1.45 |        0.22 |        1.40 |        0.66
  Time (ns)                          |   376466206 |   376466200 |   376466201 |   376466254 |   376466204 |   376465265 |   376466200 |   376466204
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    85297709 |   163024966 |    22018407 |     7113453 |   145916140 |    40600608 |   126981487 |    45365504
  num incorrect                      |    14444386 |    41922809 |     3271131 |     9886941 |    24447271 |     2521753 |    21338910 |    27298765
  misprediction rate                 |      14.48% |      20.46% |      12.93% |      58.16% |      14.35% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.64 |       39.28 |        2.88 |       26.36 |       14.88 |       10.09 |       13.52 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   168134801 |   138912072 |   108526065 |    41311094 |   186522875 |    41868591 |   231251688 |    89074561
    num misses                       |          56 |          19 |          74 |          14 |         636 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   703987353 |   359142417 |   576099573 |   138240644 |   687081631 |    75636447 |   756853788 |   343053917
    num misses                       |      453820 |     1591394 |     1338926 |      990465 |      365760 |       88470 |     4224557 |     2360401
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      453876 |     1591413 |     1339000 |      990479 |      366396 |       88474 |     4224622 |     2360411
    num misses                       |       71724 |      332818 |       17974 |      990468 |       11551 |       88474 |       27124 |     1877215
    miss rate                        |      15.80% |      20.91% |       1.34% |     100.00% |       3.15% |     100.00% |       0.64% |      79.53%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.52
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   168134801 |   138912072 |   108526065 |    41311094 |   186522875 |    41868591 |   231251688 |    89074561
    num cache misses                 |      490929 |      712314 |      200540 |       32793 |     2578787 |        7090 |     7651531 |       48586
    miss rate                        |       0.29% |       0.51% |       0.18% |       0.08% |       1.38% |       0.02% |       3.31% |       0.05%
    mpki                             |        0.33 |        0.67 |        0.18 |        0.09 |        1.57 |        0.03 |        4.85 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   703987353 |   359142417 |   576099573 |   138240644 |   687081631 |    75636447 |   756853788 |   343053917
    num cache misses                 |     4319289 |     1475439 |     9023060 |    10629834 |     6146044 |     5663673 |    25588395 |     5292075
    miss rate                        |       0.61% |       0.41% |       1.57% |       7.69% |       0.89% |       7.49% |       3.38% |       1.54%
    mpki                             |        2.88 |        1.38 |        7.94 |       28.34 |        3.74 |       22.65 |       16.21 |        7.09
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4814890 |     2477055 |     9328423 |    12072260 |     8733241 |     7690457 |    33250483 |     5758766
    num cache misses                 |     3390833 |      993924 |     4737435 |    10662627 |     3439071 |     5670763 |     5216977 |     4970330
    miss rate                        |      70.42% |      40.13% |      50.78% |      88.32% |      39.38% |      73.74% |      15.69% |      86.31%
    mpki                             |        2.26 |        0.93 |        4.17 |       28.43 |        2.09 |       22.68 |        3.31 |        6.66
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3395964 |     1288164 |     4842369 |    12072260 |     3447609 |     7690457 |     5229458 |     5454759
    num cache misses                 |     1515008 |      433568 |      711748 |    10626463 |      212558 |     5660106 |      212531 |     1470060
    miss rate                        |      44.61% |      33.66% |      14.70% |      88.02% |       6.17% |      73.60% |       4.06% |      26.95%
    mpki                             |        1.01 |        0.41 |        0.63 |       28.33 |        0.13 |       22.64 |        0.13 |        1.97
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29783737 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      150.64 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       40.63 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
