                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  531604452 |  1519783798 |  249999898 |  826440208 |  1234773357 |  1194699263 |  424695310 |  256485816
  Cycles                             |  900796200 |   900796061 |  900792623 |  900796106 |   900796180 |   900796070 |  900796235 |  900796200
  IPC                                |       0.59 |        1.69 |       0.28 |       0.92 |        1.37 |        1.33 |       0.47 |       0.28
  Time (ns)                          |  300265400 |   300265354 |  300264208 |  300265369 |   300265393 |   300265357 |  300265412 |  300265400
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   80848780 |   101042397 |    4856955 |   17276760 |   109061399 |    55010999 |   22674328 |   20333320
  num incorrect                      |   17409830 |    17377140 |    6669357 |    2557865 |    18189747 |      456434 |     530534 |    1661550
  misprediction rate                 |     17.72% |      14.67% |     57.86% |     12.90% |      14.29% |       0.82% |      2.29% |      7.55%
  mpki                               |      32.75 |       11.43 |      26.68 |       3.10 |       14.73 |        0.38 |       1.25 |       6.48
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   73450890 |   184359463 |   27532058 |   79212572 |   140092020 |    91396741 |   42822994 |   21477434
    num misses                       |        178 |          18 |         14 |         70 |         502 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  206446325 |   640656610 |   93614435 |  414853848 |   516586736 |   687467246 |  150034943 |   70726103
    num misses                       |    1103867 |     4539546 |     661938 |     993047 |      274057 |       92470 |     229191 |     344493
    miss rate                        |      0.53% |       0.71% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.49%
    mpki                             |       2.08 |        2.99 |       2.65 |       1.20 |        0.22 |        0.08 |       0.54 |       1.34
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |    1104045 |     4539564 |     661952 |     993117 |      274559 |       92513 |     229238 |     344535
    num misses                       |     104174 |       34910 |     661946 |      13924 |        8872 |       27346 |      72816 |     106881
    miss rate                        |      9.44% |       0.77% |    100.00% |      1.40% |       3.23% |      29.56% |     31.76% |     31.02%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.42
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   73450890 |   184359463 |   27532058 |   79212572 |   140092020 |    91396741 |   42822994 |   21477434
    num cache misses                 |    4299013 |     1610008 |      18828 |     150290 |     1942762 |       81508 |      43536 |      41190
    miss rate                        |      5.85% |       0.87% |      0.07% |      0.19% |       1.39% |       0.09% |      0.10% |      0.19%
    mpki                             |       8.09 |        1.06 |       0.08 |       0.18 |        1.57 |        0.07 |       0.10 |       0.16
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  206446325 |   640656610 |   93614435 |  414853848 |   516586736 |   687467246 |  150034943 |   70726103
    num cache misses                 |    4741772 |     3048174 |    7294765 |    6713918 |     4809165 |     6463483 |    5311225 |    3764258
    miss rate                        |      2.30% |       0.48% |      7.79% |      1.62% |       0.93% |       0.94% |      3.54% |      5.32%
    mpki                             |       8.92 |        2.01 |      29.18 |       8.12 |        3.89 |        5.41 |      12.51 |      14.68
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    9240326 |     4684014 |    8258444 |    6976139 |     6767642 |     6552988 |    6058737 |    3836917
    num cache misses                 |    4642247 |      532271 |    7313593 |    3464821 |     2695479 |     4525780 |    4365674 |    3523619
    miss rate                        |     50.24% |      11.36% |     88.56% |     49.67% |      39.83% |      69.06% |     72.06% |     91.83%
    mpki                             |       8.73 |        0.35 |      29.25 |       4.19 |        2.18 |        3.79 |      10.28 |      13.74
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    4842116 |      558755 |    8258444 |    3576857 |     2711601 |     4534172 |    5081829 |    3555177
    num cache misses                 |    1172897 |      179793 |    7292373 |     683591 |      328062 |     2292438 |    3782923 |    3040366
    miss rate                        |     24.22% |      32.18% |     88.30% |     19.11% |      12.10% |      50.56% |     74.44% |     85.52%
    mpki                             |       2.21 |        0.12 |      29.17 |       0.83 |        0.27 |        1.92 |       8.91 |      11.85
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   26633455 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     180.23 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      70.22 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     88.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
