                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2178493203 |  22075544536 |   2695781288 |   3509606907 |   1768220509 |    249999989 |   4920643084 |   2671222251 |    934509851 |   1524825694 |   9884611080 |    840350086 |   1311365848 |   1383274907 |   4518080002 |   2282861273
  Cycles                             |  11276839976 |  11276839568 |  11276839641 |  11276840110 |  11276840069 |  11276834756 |  11276840292 |  11276839555 |  11276839949 |  11276839874 |  11276839778 |  11276839996 |  11276840140 |  11276839834 |  11276839613 |  11276839733
  IPC                                |         0.19 |         1.96 |         0.24 |         0.31 |         0.16 |         0.02 |         0.44 |         0.24 |         0.08 |         0.14 |         0.88 |         0.07 |         0.12 |         0.12 |         0.40 |         0.20
  Time (ns)                          |   3758946659 |   3758946523 |   3758946547 |   3758946703 |   3758946690 |   3758944919 |   3758946764 |   3758946518 |   3758946650 |   3758946625 |   3758946593 |   3758946665 |   3758946713 |   3758946611 |   3758946538 |   3758946578
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     71592722 |   1016596574 |    412332861 |     80929306 |    107492164 |     43244780 |    908107823 |     49758649 |    153237557 |    120877661 |   1072014052 |    115656939 |    199633675 |     26633087 |      5883693 |    141426957
  num incorrect                      |     33712110 |      8459886 |    105562820 |      1443593 |     64683779 |     11689069 |     61950263 |      7501667 |      9444059 |      9883939 |    163478658 |     15860945 |     42862537 |     36710885 |        99710 |      4802626
  misprediction rate                 |       32.01% |        0.83% |       20.38% |        1.75% |       37.57% |       21.28% |        6.39% |       13.10% |        5.81% |        7.56% |       13.23% |       12.06% |       17.68% |       57.95% |        1.67% |        3.28%
  mpki                               |        15.47 |         0.38 |        39.16 |         0.41 |        36.58 |        46.76 |        12.59 |         2.81 |        10.11 |         6.48 |        16.54 |        18.87 |        32.69 |        26.54 |         0.02 |         2.10
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    170844913 |   1688882030 |    350706112 |    313630188 |    211058757 |     23761816 |    806862480 |    254367160 |    156823205 |    127791533 |   1164267000 |    147272185 |    181015628 |    152154318 |    517533919 |    216761944
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |           98 |            4 |           42 |           10 |          101 |          292 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    953665256 |  12703001487 |    907368369 |   1378400354 |    812929884 |     88558906 |   1603631437 |   1357736927 |    283288366 |    419711030 |   4442145967 |    391607423 |    508999932 |    515063427 |   3379725820 |    755776523
    num misses                       |       983195 |      1712555 |      4010948 |       736013 |      5594133 |     21159942 |           23 |      3049868 |       334596 |      2050830 |     44550929 |     15257511 |      2711622 |      3648024 |    121786903 |      6080815
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.00% |        3.90% |        0.53% |        0.71% |        3.60% |        0.80%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.14 |         0.36 |         1.34 |         4.51 |        18.16 |         2.07 |         2.64 |        26.96 |         2.66
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       983198 |      1712598 |      4010967 |       736017 |      5594143 |     21159945 |           62 |      3049966 |       334600 |      2050872 |     44550939 |     15257612 |      2711914 |      3648038 |    121786909 |      6080837
    num misses                       |       666860 |       490088 |       840277 |       382772 |      4447469 |     10898688 |           62 |        41267 |       334600 |       638595 |      3941373 |      4582573 |       258605 |      3647995 |     86778491 |       596193
    miss rate                        |       67.83% |       28.62% |       20.95% |       52.01% |       79.50% |       51.51% |      100.00% |        1.35% |      100.00% |       31.14% |        8.85% |       30.03% |        9.54% |      100.00% |       71.25% |        9.80%
    mpki                             |         0.31 |         0.02 |         0.31 |         0.11 |         2.52 |        43.59 |         0.00 |         0.02 |         0.36 |         0.42 |         0.40 |         5.45 |         0.20 |         2.64 |        19.21 |         0.26
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    170844913 |   1688882030 |    350706112 |    313630188 |    211058757 |     23761816 |    806862480 |    254367160 |    156823205 |    127791533 |   1164267000 |    147272185 |    181015628 |    152154318 |    517533919 |    216761944
    num cache misses                 |       252274 |      1527030 |      6246210 |       489476 |       128279 |       207485 |     13470140 |       735706 |        28505 |       338153 |       906843 |      3350721 |     13742847 |       116535 |      2312037 |      1464406
    miss rate                        |        0.15% |        0.09% |        1.78% |        0.16% |        0.06% |        0.87% |        1.67% |        0.29% |        0.02% |        0.26% |        0.08% |        2.28% |        7.59% |        0.08% |        0.45% |        0.68%
    mpki                             |         0.12 |         0.07 |         2.32 |         0.14 |         0.07 |         0.83 |         2.74 |         0.28 |         0.03 |         0.22 |         0.09 |         3.99 |        10.48 |         0.08 |         0.51 |         0.64
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    953665256 |  12703001487 |    907368369 |   1378400354 |    812929884 |     88558906 |   1603631437 |   1357736927 |    283288366 |    419711030 |   4442145967 |    391607423 |    508999932 |    515063427 |   3379725820 |    755776523
    num cache misses                 |     48292349 |    119435605 |      7826671 |     35910496 |     13220086 |     28854130 |      2580501 |     21730600 |     21420721 |     22956651 |    142398390 |     22650272 |     13984844 |     39966051 |     37218632 |     43618302
    miss rate                        |        5.06% |        0.94% |        0.86% |        2.61% |        1.63% |       32.58% |        0.16% |        1.60% |        7.56% |        5.47% |        3.21% |        5.78% |        2.75% |        7.76% |        1.10% |        5.77%
    mpki                             |        22.17 |         5.41 |         2.90 |        10.23 |         7.48 |       115.42 |         0.52 |         8.14 |        22.92 |        15.06 |        14.41 |        26.95 |        10.66 |        28.89 |         8.24 |        19.11
  Cache L2                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     51729038 |    120982100 |     15649144 |     36503453 |     15755312 |     33016630 |     16591940 |     26533269 |     28819983 |     23529197 |    143913959 |     31392537 |     29026056 |     45273404 |     39562564 |     48495168
    num cache misses                 |     43212651 |     83656429 |     11429936 |     25483278 |     12728266 |     24806089 |      8740161 |     15580290 |     21449226 |     21890903 |    100457692 |     22450007 |     19243268 |     40082586 |     27755074 |     21824332
    miss rate                        |       83.54% |       69.15% |       73.04% |       69.81% |       80.79% |       75.13% |       52.68% |       58.72% |       74.42% |       93.04% |       69.80% |       71.51% |       66.30% |       88.53% |       70.15% |       45.00%
    mpki                             |        19.84 |         3.79 |         4.24 |         7.26 |         7.20 |        99.22 |         1.78 |         5.83 |        22.95 |        14.36 |        10.16 |        26.72 |        14.67 |        28.98 |         6.14 |         9.56
  Cache L3                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     46397066 |     83676473 |     13034476 |     25624636 |     15179662 |     28787469 |      9281901 |     19649988 |     28819983 |     22126371 |    101072072 |     27851871 |     20549678 |     45273404 |     27787707 |     25298851
    num cache misses                 |     42683805 |      2992149 |     10233967 |     24410010 |     11546456 |     20797167 |      8463436 |     11005766 |     21396226 |     16269172 |      6508665 |     17801503 |     10508494 |     39954477 |     24486042 |     13288307
    miss rate                        |       92.00% |        3.58% |       78.51% |       95.26% |       76.07% |       72.24% |       91.18% |       56.01% |       74.24% |       73.53% |        6.44% |       63.91% |       51.14% |       88.25% |       88.12% |       52.53%
    mpki                             |        19.59 |         0.14 |         3.80 |         6.96 |         6.53 |        83.19 |         1.72 |         4.12 |        22.90 |        10.67 |         0.66 |        21.18 |         8.01 |        28.88 |         5.42 |         5.82
DRAM summary                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num dram accesses                  |    363048466 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns)   |       421.03 |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay        |       311.02 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       96.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
