                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999978 |  1061082390 |   287900437 |   367439523 |   855292707 |   911906431 |   435784185 |  2245353534
  Cycles                             |  1137017336 |  1137020669 |  1137020471 |  1137020581 |  1137020878 |  1137020404 |  1137020740 |  1137020404
  IPC                                |        0.22 |        0.93 |        0.25 |        0.32 |        0.75 |        0.80 |        0.38 |        1.97
  Time (ns)                          |   379005779 |   379006890 |   379006824 |   379006861 |   379006960 |   379006802 |   379006914 |   379006802
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    38165828 |    70539033 |     5851242 |     8143104 |    76330186 |    41986019 |    23269232 |   177998703
  num incorrect                      |     8123236 |    12138033 |     8279101 |     1155767 |    12853976 |      347567 |      544190 |    14557077
  misprediction rate                 |      17.55% |      14.68% |      58.59% |      12.43% |      14.41% |       0.82% |       2.29% |       7.56%
  mpki                               |       32.49 |       11.44 |       28.76 |        3.15 |       15.03 |        0.38 |        1.25 |        6.48
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    34415971 |   128666454 |    32860966 |    35388333 |    97280578 |    69761375 |    43828058 |   187974306
    num misses                       |         133 |          18 |          14 |          62 |         370 |          43 |          47 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    96931773 |   447187282 |   109868761 |   183940129 |   357781792 |   524736903 |   154873975 |   617972172
    num misses                       |      514382 |     3167927 |      754605 |      474344 |      188988 |       70349 |      232015 |     3019705
    miss rate                        |       0.53% |       0.71% |       0.69% |       0.26% |       0.05% |       0.01% |       0.15% |       0.49%
    mpki                             |        2.06 |        2.99 |        2.62 |        1.29 |        0.22 |        0.08 |        0.53 |        1.34
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      514515 |     3167945 |      754619 |      474406 |      189358 |       70392 |      232062 |     3019747
    num misses                       |       50801 |       24259 |      754610 |        6317 |        6064 |       21331 |       75016 |      939127
    miss rate                        |       9.87% |       0.77% |     100.00% |       1.33% |       3.20% |      30.30% |      32.33% |      31.10%
    mpki                             |        0.20 |        0.02 |        2.62 |        0.02 |        0.01 |        0.02 |        0.17 |        0.42
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    34415971 |   128666454 |    32860966 |    35388333 |    97280578 |    69761375 |    43828058 |   187974306
    num cache misses                 |     2565990 |     1488651 |       15332 |      280849 |     1545596 |       40895 |       42185 |      186938
    miss rate                        |       7.46% |       1.16% |       0.05% |       0.79% |       1.59% |       0.06% |       0.10% |       0.10%
    mpki                             |       10.26 |        1.40 |        0.05 |        0.76 |        1.81 |        0.04 |        0.10 |        0.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    96931773 |   447187282 |   109868761 |   183940129 |   357781792 |   524736903 |   154873975 |   617972172
    num cache misses                 |     2690358 |     2935222 |     8417590 |     3375844 |     3373161 |     5216118 |     5551489 |    32911720
    miss rate                        |       2.78% |       0.66% |       7.66% |       1.84% |       0.94% |       0.99% |       3.58% |       5.33%
    mpki                             |       10.76 |        2.77 |       29.24 |        9.19 |        3.94 |        5.72 |       12.74 |       14.66
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5489852 |     4637168 |     9843321 |     4429375 |     5026354 |     5301815 |     6507462 |    33112696
    num cache misses                 |     3151848 |     1562725 |     8432862 |     2550929 |     1815672 |     3546535 |     4755996 |    27920679
    miss rate                        |      57.41% |      33.70% |      85.67% |      57.59% |      36.12% |      66.89% |      73.09% |      84.32%
    mpki                             |       12.61 |        1.47 |       29.29 |        6.94 |        2.12 |        3.89 |       10.91 |       12.43
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3386587 |     1783437 |     9843259 |     3324491 |     1949511 |     3592610 |     5722436 |    27934918
    num cache misses                 |     2177117 |     1520339 |     8431925 |     2516261 |     1707943 |     2880239 |     4749358 |      407877
    miss rate                        |      64.29% |      85.25% |      85.66% |      75.69% |      87.61% |      80.17% |      83.00% |       1.46%
    mpki                             |        8.71 |        1.43 |       29.29 |        6.85 |        2.00 |        3.16 |       10.90 |        0.18
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    34352305 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      194.90 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       84.89 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      90.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
