                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1476665827 |  1064968399 |   984161572 |   376226055 |  1525199371 |   249999973 |  1555088326 |   691736137
  Cycles                             |  1176429000 |  1176429017 |  1176429000 |  1176429006 |  1176428989 |  1176426216 |  1176429011 |  1176429006
  IPC                                |        1.26 |        0.91 |        0.84 |        0.32 |        1.30 |        0.21 |        1.32 |        0.59
  Time (ns)                          |   392143000 |   392143006 |   392143000 |   392143002 |   392142997 |   392142072 |   392143004 |   392143002
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    84404896 |   162636941 |    17893265 |     7126272 |   135612192 |    40600608 |   125088563 |    42028422
  num incorrect                      |    14309001 |    41834744 |     2631872 |     9907450 |    22646794 |     2521753 |    21022952 |    25291504
  misprediction rate                 |      14.50% |      20.46% |      12.82% |      58.16% |      14.31% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.69 |       39.28 |        2.67 |       26.33 |       14.85 |       10.09 |       13.52 |       36.56
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   166045128 |   138596173 |    93584690 |    41411080 |   173169902 |    41868591 |   227849647 |    82492281
    num misses                       |          56 |          19 |          71 |          14 |         593 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   693159684 |   358327109 |   502326605 |   138571370 |   637511457 |    75636447 |   745688461 |   318110656
    num misses                       |      447976 |     1588232 |     1114192 |      991837 |      332031 |       88470 |     4160732 |     2174525
    miss rate                        |       0.06% |       0.44% |       0.22% |       0.72% |       0.05% |       0.12% |       0.56% |       0.68%
    mpki                             |        0.30 |        1.49 |        1.13 |        2.64 |        0.22 |        0.35 |        2.68 |        3.14
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      448032 |     1588251 |     1114263 |      991851 |      332624 |       88474 |     4160797 |     2174535
    num misses                       |       70383 |      332094 |       14731 |      991840 |       10715 |       88474 |       26587 |     1725849
    miss rate                        |      15.71% |      20.91% |       1.32% |     100.00% |       3.22% |     100.00% |       0.64% |      79.37%
    mpki                             |        0.05 |        0.31 |        0.01 |        2.64 |        0.01 |        0.35 |        0.02 |        2.49
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   166045128 |   138596173 |    93584690 |    41411080 |   173169902 |    41868591 |   227849647 |    82492281
    num cache misses                 |      249883 |      503516 |       16565 |        4490 |     2080979 |        1367 |     6710822 |       12340
    miss rate                        |       0.15% |       0.36% |       0.02% |       0.01% |       1.20% |       0.00% |       2.95% |       0.01%
    mpki                             |        0.17 |        0.47 |        0.02 |        0.01 |        1.36 |        0.01 |        4.32 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   693159684 |   358327109 |   502326605 |   138571370 |   637511457 |    75636447 |   745688461 |   318110656
    num cache misses                 |     4146331 |     1371356 |     7647402 |    10648634 |     5793724 |     5660465 |    24666783 |     4915577
    miss rate                        |       0.60% |       0.38% |       1.52% |       7.68% |       0.91% |       7.48% |       3.31% |       1.55%
    mpki                             |        2.81 |        1.29 |        7.77 |       28.30 |        3.80 |       22.64 |       15.86 |        7.11
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4406887 |     2181380 |     7962603 |    12062744 |     7916716 |     7681527 |    31393781 |     5418147
    num cache misses                 |     1954446 |      570702 |     1240460 |    10653035 |      724280 |     5661832 |      375048 |     2373021
    miss rate                        |      44.35% |      26.16% |      15.58% |      88.31% |       9.15% |      73.71% |       1.19% |      43.80%
    mpki                             |        1.32 |        0.54 |        1.26 |       28.32 |        0.47 |       22.65 |        0.24 |        3.43
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2080926 |      884050 |     1552459 |    12062655 |      775077 |     7681527 |      393743 |     3039970
    num cache misses                 |     1628310 |      566543 |     1148361 |    10646934 |      712479 |     5660903 |      374967 |     1683235
    miss rate                        |      78.25% |      64.08% |      73.97% |      88.26% |      91.92% |      73.70% |      95.23% |      55.37%
    mpki                             |        1.10 |        0.53 |        1.17 |       28.30 |        0.47 |       22.64 |        0.24 |        2.43
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    31972123 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      157.99 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       47.98 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      81.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
