                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  261750815 |  259853233 |  492203766 |  249999939
  Cycles                             |  254834973 |  254835000 |  254834899 |  254831851
  IPC                                |       1.03 |       1.02 |       1.93 |       0.98
  Time (ns)                          |   84944991 |   84945000 |   84944966 |   84943950
Branch predictor stats               |            |            |            |           
  num correct                        |   13971184 |   33437816 |   90836456 |     325726
  num incorrect                      |    9990688 |    7844615 |    6196924 |       5522
  misprediction rate                 |     41.69% |     19.00% |      6.39% |      1.67%
  mpki                               |      38.17 |      30.19 |      12.59 |       0.02
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   21235440 |   36444190 |   80709390 |   28636353
    num misses                       |         52 |        106 |         39 |          6
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   77048848 |  101563524 |  160409173 |  187012795
    num misses                       |       4541 |     179862 |         23 |    6744799
    miss rate                        |      0.01% |      0.18% |      0.00% |      3.61%
    mpki                             |       0.02 |       0.69 |       0.00 |      26.98
  L2 TLB                             |            |            |            |           
    num accesses                     |       4593 |     179968 |         62 |    6744805
    num misses                       |       4190 |      29417 |         62 |    4835374
    miss rate                        |     91.23% |     16.35% |    100.00% |     71.69%
    mpki                             |       0.02 |       0.11 |       0.00 |      19.34
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   21235440 |   36444190 |   80709390 |   28636353
    num cache misses                 |       4898 |    1139793 |     761380 |     120389
    miss rate                        |      0.02% |      3.13% |      0.94% |      0.42%
    mpki                             |       0.02 |       4.39 |       1.55 |       0.48
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   77048848 |  101563524 |  160409173 |  187012795
    num cache misses                 |     276705 |    1243180 |       6178 |    2058196
    miss rate                        |      0.36% |      1.22% |      0.00% |      1.10%
    mpki                             |       1.06 |       4.78 |       0.01 |       8.23
  Cache L2                           |            |            |            |           
    num cache accesses               |     288373 |    2450631 |     768372 |    2178652
    num cache misses                 |     269381 |    1074173 |      17830 |    1521810
    miss rate                        |     93.41% |     43.83% |      2.32% |     69.85%
    mpki                             |       1.03 |       4.13 |       0.04 |       6.09
  Cache L3                           |            |            |            |           
    num cache accesses               |     276188 |    1142041 |      18644 |    1521877
    num cache misses                 |     267297 |     165482 |      17554 |    1231013
    miss rate                        |     96.78% |     14.49% |     94.15% |     80.89%
    mpki                             |       1.02 |       0.64 |       0.04 |       4.92
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2369864 |          0 |          0 |          0
  average dram access latency (ns)   |     125.63 |        inf |        inf |        inf
  average dram queueing delay        |      15.62 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     27.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
