                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1159538407 |  10265502950 |   455416557 |  5116105612 |   431917649 |  7108561499 |  2771423183 |   577066165 |  1135067018 |  1762065178 |  1079030745 |  3860676916 |   249999981 |   688559606 |  8238703548 |  6574154844
  Cycles                             |  6135080951 |   6135080702 |  6135080919 |  6135080769 |  6135081585 |  6135080711 |  6135082350 |  6135080855 |  6135081638 |  6135080822 |  6135081466 |  6135080700 |  6135076599 |  6135081861 |  6135081697 |  6135080703
  IPC                                |        0.19 |         1.67 |        0.07 |        0.83 |        0.07 |        1.16 |        0.45 |        0.09 |        0.19 |        0.29 |        0.18 |        0.63 |        0.04 |        0.11 |        1.34 |        1.07
  Time (ns)                          |  2045026984 |   2045026901 |  2045026973 |  2045026923 |  2045027195 |  2045026904 |  2045027450 |  2045026952 |  2045027213 |  2045026941 |  2045027156 |  2045026900 |  2045025533 |  2045027287 |  2045027233 |  2045026901
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    62016841 |   1894503736 |    75598345 |   453938664 |    59377876 |   947686015 |   417900306 |    97599284 |    10292467 |    40596506 |    35305894 |   207968357 |    58565837 |    12680507 |   548897712 |   289728150
  num incorrect                      |     1450877 |    129240689 |     4602957 |    75860972 |     8178657 |    95610029 |    47014303 |     8937695 |       68919 |      723995 |    16642663 |   146611012 |     6500447 |    17692359 |    94217253 |    16455732
  misprediction rate                 |       2.29% |        6.39% |       5.74% |      14.32% |      12.11% |       9.16% |      10.11% |       8.39% |       0.67% |       1.75% |      32.04% |      41.35% |       9.99% |      58.25% |      14.65% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.11 |       14.83 |       18.94 |       13.45 |       16.96 |       15.49 |        0.06 |        0.41 |       15.42 |       37.98 |       26.00 |       25.69 |       11.44 |        2.50
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
