                                   | Core 0    
  Instructions                     |   99999860
  Cycles                           |  141554065
  IPC                              |       0.71
  Time (ns)                        |   47184688
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104619
    num misses                     |      39050
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39107
    num misses                     |      30501
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      90575
    miss rate                      |      1.03%
    mpki                           |       0.91
  Cache L1-D                       |           
    num cache accesses             |   38104619
    num cache misses               |    2606681
    miss rate                      |      6.84%
    mpki                           |      26.07
  Cache L2                         |           
    num cache accesses             |    2871971
    num cache misses               |    2520399
    miss rate                      |     87.76%
    mpki                           |      25.20
  Cache L3                         |           
    num cache accesses             |    2696657
    num cache misses               |    2495773
    miss rate                      |     92.55%
    mpki                           |      24.96
DRAM summary                       |           
  num dram accesses                |    4975162
  average dram access latency (ns) |      53.26
  average dram queueing delay      |       3.25
Coherency Traffic                  |           
  num loads from dram              |    1987429
  num loads from dram cache        |          0
  num loads from remote cache      |          0
