                                   | Core 0    
  Instructions                     |  499999976
  Cycles                           |  390142184
  IPC                              |       1.28
  Time (ns)                        |  130047395
Branch predictor stats             |           
  num correct                      |   23023477
  num incorrect                    |     192475
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   38247215
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  287727657
    num misses                     |      35579
    miss rate                      |      0.01%
    mpki                           |       0.07
  L2 TLB                           |           
    num accesses                   |      35622
    num misses                     |       6803
    miss rate                      |     19.10%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   38247215
    num cache misses               |      36664
    miss rate                      |      0.10%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  287727657
    num cache misses               |    2728872
    miss rate                      |      0.95%
    mpki                           |       5.46
  Cache L2                         |           
    num cache accesses             |    2785518
    num cache misses               |    1959280
    miss rate                      |     70.34%
    mpki                           |       3.92
  Cache L3                         |           
    num cache accesses             |    1980101
    num cache misses               |    1725632
    miss rate                      |     87.15%
    mpki                           |       3.45
DRAM summary                       |           
  num dram accesses                |    3150953
  average dram access latency (ns) |      98.78
  average dram queueing delay      |      13.74
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
