                                   | Core 0    
  Instructions                     |   99999914
  Cycles                           |   67232589
  IPC                              |       1.49
  Time (ns)                        |   22410863
Branch predictor stats             |           
  num correct                      |    4605063
  num incorrect                    |      38465
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7649541
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   57543555
    num misses                     |       7864
    miss rate                      |      0.01%
    mpki                           |       0.08
  L2 TLB                           |           
    num accesses                   |       7907
    num misses                     |       1395
    miss rate                      |     17.64%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7649541
    num cache misses               |       7015
    miss rate                      |      0.09%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   57543555
    num cache misses               |     548697
    miss rate                      |      0.95%
    mpki                           |       5.49
  Cache L2                         |           
    num cache accesses             |     557553
    num cache misses               |     384266
    miss rate                      |     68.92%
    mpki                           |       3.84
  Cache L3                         |           
    num cache accesses             |     386197
    num cache misses               |     300030
    miss rate                      |     77.69%
    mpki                           |       3.00
DRAM summary                       |           
  num dram accesses                |     574269
  average dram access latency (ns) |     101.34
  average dram queueing delay      |      16.30
Coherency Traffic                  |           
  num loads from dram              |      58734
  num loads from dram cache        |          0
  num loads from remote cache      |          0
