                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  2837132682 |  3694383840 |  2235196479 |   463546041 |  1129801232 |  8675170211 |  3918498664 |  6893395444 |  1741423523 |   249999981 |  6965467163 |   663376982 |  4276772941 |  9815929139 |   851336735 |  1962524828
  Cycles                             |  5371038281 |  5371038364 |  5371038277 |  5371038270 |  5371038373 |  5371038270 |  5371038270 |  5371038291 |  5371038899 |  5371035654 |  5371038270 |  5371038314 |  5371038336 |  5371038274 |  5371038460 |  5371038428
  IPC                                |        0.53 |        0.69 |        0.42 |        0.09 |        0.21 |        1.62 |        0.73 |        1.28 |        0.32 |        0.05 |        1.30 |        0.12 |        0.80 |        1.83 |        0.16 |        0.37
  Time (ns)                          |  1790346094 |  1790346122 |  1790346093 |  1790346090 |  1790346125 |  1790346090 |  1790346090 |  1790346097 |  1790346300 |  1790345218 |  1790346090 |  1790346105 |  1790346112 |  1790346092 |  1790346154 |  1790346143
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   307147940 |   196750602 |   135880141 |    63742942 |    60843364 |   578338449 |   504231050 |   554374722 |    40135436 |    58565837 |   307434174 |    12398824 |   196948992 |  1811534832 |     7719719 |   297925514
  num incorrect                      |    46795482 |   141208354 |    81767180 |     8765754 |     1423203 |    99148713 |   117823447 |    93111320 |      715867 |     6500447 |    17450848 |    17241665 |     1638827 |   123580969 |       51692 |    64599773
  misprediction rate                 |      13.22% |      41.78% |      37.57% |      12.09% |       2.29% |      14.63% |      18.94% |      14.38% |       1.75% |       9.99% |       5.37% |      58.17% |       0.83% |       6.39% |       0.67% |      17.82%
  mpki                               |       16.49 |       38.22 |       36.58 |       18.91 |        1.26 |       11.43 |       30.07 |       13.51 |        0.41 |       26.00 |        2.51 |       25.99 |        0.38 |       12.59 |        0.06 |       32.92
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   333850571 |   299101225 |   266793828 |    81196058 |   113309717 |  1052577358 |   549590694 |  1009823394 |   155657750 |    21135842 |   663464355 |    72184500 |   327193606 |  1609567178 |    75241682 |   271294619
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         268 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         394
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1274970230 |  1086628870 |  1027556997 |   216004344 |   393471620 |  3657588783 |  1532376290 |  3305066352 |   684256566 |    86633855 |  2118156985 |   242907241 |  2460994037 |  3198998086 |   231767229 |   762059775
    num misses                       |    12998236 |       63996 |     7067444 |     8406042 |      607087 |    25937103 |     2718348 |    18440760 |      365387 |     1331689 |      679681 |     1698252 |      331614 |          23 |      413750 |     4047594
    miss rate                        |       1.02% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.70% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.58 |        0.02 |        3.16 |       18.13 |        0.54 |        2.99 |        0.69 |        2.68 |        0.21 |        5.33 |        0.10 |        2.56 |        0.08 |        0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    12998246 |       64048 |     7067454 |     8406134 |      607134 |    25937121 |     2718616 |    18440825 |      365391 |     1349130 |      679689 |     1698266 |      331657 |          62 |      413753 |     4047988
