                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1634366442 |  7408996494 |   958236619 |  6816054849 |  4209299321 |  11833358715 |  2160703653 |  8816151281 |  6448293056 |  6677612853 |  5369937320 |  3470338164 |  1268340385 |   249999989 |  5487747015 |  11957272542
  Cycles                             |  8908731168 |  8908731030 |  8908731827 |  8908731030 |  8908731310 |   8908731038 |  8908731496 |  8908731014 |  8908732131 |  8908731030 |  8908731034 |  8908732990 |  8908731632 |  8908717622 |  8908731039 |   8908731020
  IPC                                |        0.18 |        0.83 |        0.11 |        0.77 |        0.47 |         1.33 |        0.24 |        0.99 |        0.72 |        0.75 |        0.60 |        0.39 |        0.14 |        0.03 |        0.62 |         1.34
  Time (ns)                          |  2969577056 |  2969577010 |  2969577276 |  2969577010 |  2969577103 |   2969577013 |  2969577165 |  2969577005 |  2969577377 |  2969577010 |  2969577011 |  2969577663 |  2969577211 |  2969572541 |  2969577013 |   2969577007
Branch predictor stats               |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  num correct                        |    14828273 |   422950963 |   162140621 |   878139197 |     5482874 |   1049147500 |   133419454 |  1627025756 |   348188678 |   123549446 |   582192617 |   528189663 |   100575503 |    43244780 |   839119280 |    527917129
  num incorrect                      |       99310 |    71533111 |    14953510 |   204811480 |       92918 |    175065947 |     4696762 |   110993991 |   244765943 |    18768893 |    88747570 |   113570150 |     8219223 |    11689069 |   214949952 |     29961307
  misprediction rate                 |       0.67% |      14.47% |       8.44% |      18.91% |       1.67% |       14.30% |       3.40% |       6.39% |      41.28% |      13.19% |      13.23% |      17.70% |       7.55% |      21.28% |      20.39% |        5.37%
  mpki                               |        0.06 |        9.65 |       15.61 |       30.05 |        0.02 |        14.79 |        2.17 |       12.59 |       37.96 |        2.81 |       16.53 |       32.73 |        6.48 |       46.76 |       39.17 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |             |             |             |             |             |             |             |             |             
    num accesses                     |   144446777 |   832519992 |   111185838 |   955721972 |   482160190 |   1343864059 |   205322794 |  1445628353 |   524610292 |   635511897 |   632292672 |   479279834 |   106314217 |    23761816 |   713902834 |   1138820875
    num misses                       |           3 |          56 |          42 |         398 |           6 |         3974 |          22 |          39 |          52 |         162 |          10 |         623 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
