                                   | Core 0     
  Instructions                     |   499999985
  Cycles                           |  4949036305
  IPC                              |        0.10
  Time (ns)                        |  1649678769
Branch predictor stats             |            
  num correct                      |    85483294
  num incorrect                    |    23905408
  misprediction rate               |      21.85%
  mpki                             |       47.81
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    49168056
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   179145716
    num misses                     |    42006031
    miss rate                      |      23.45%
    mpki                           |       84.01
  L2 TLB                           |            
    num accesses                   |    42006034
    num misses                     |    21918341
    miss rate                      |      52.18%
    mpki                           |       43.84
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    49168056
    num cache misses               |      383316
    miss rate                      |       0.78%
    mpki                           |        0.77
  Cache L1-D                       |            
    num cache accesses             |   179145716
    num cache misses               |    57249825
    miss rate                      |      31.96%
    mpki                           |      114.50
  Cache L2                         |            
    num cache accesses             |    64055782
    num cache misses               |    48086742
    miss rate                      |      75.07%
    mpki                           |       96.17
  Cache L3                         |            
    num cache accesses             |    54565956
    num cache misses               |    28417327
    miss rate                      |      52.08%
    mpki                           |       56.83
DRAM summary                       |            
  num dram accesses                |    35507369
  average dram access latency (ns) |       99.95
  average dram queueing delay      |       14.92
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
