                                   | Core 0    
  Instructions                     |   99999886
  Cycles                           |   68749423
  IPC                              |       1.45
  Time (ns)                        |   22916474
Branch predictor stats             |           
  num correct                      |    5251304
  num incorrect                    |     927634
  misprediction rate               |     15.01%
  mpki                             |       9.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11061074
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   47995301
    num misses                     |      48664
    miss rate                      |      0.10%
    mpki                           |       0.49
  L2 TLB                           |           
    num accesses                   |      48720
    num misses                     |       5761
    miss rate                      |     11.82%
    mpki                           |       0.06
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11061074
    num cache misses               |      32403
    miss rate                      |      0.29%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |   47995301
    num cache misses               |     285389
    miss rate                      |      0.59%
    mpki                           |       2.85
  Cache L2                         |           
    num cache accesses             |     320032
    num cache misses               |     231799
    miss rate                      |     72.43%
    mpki                           |       2.32
  Cache L3                         |           
    num cache accesses             |     234147
    num cache misses               |     189560
    miss rate                      |     80.96%
    mpki                           |       1.90
DRAM summary                       |           
  num dram accesses                |     259449
  average dram access latency (ns) |      55.85
  average dram queueing delay      |       0.84
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
