                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4396130602 |   850015000 |  3993158603 |   249999989 |  4411757582 |  3219973121 |   554337599 |  1048501621
  Cycles                             |  4799318704 |  4799318711 |  4799319022 |  4799315212 |  4799318714 |  4799318715 |  4799319411 |  4799318705
  IPC                                |        0.92 |        0.18 |        0.83 |        0.05 |        0.92 |        0.67 |        0.12 |        0.22
  Time (ns)                          |  1599772902 |  1599772904 |  1599773008 |  1599771738 |  1599772905 |  1599772905 |  1599773137 |  1599772902
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   236209539 |   116913279 |    73486102 |    43244780 |   567873854 |    74139827 |   129914547 |   177070109
  num incorrect                      |   167178119 |    16057032 |    11172721 |    11689069 |   132621182 |     1322134 |    14432811 |    16297572
  misprediction rate                 |      41.44% |      12.08% |      13.20% |      21.28% |      18.93% |       1.75% |      10.00% |       8.43%
  mpki                               |       38.03 |       18.89 |        2.80 |       46.76 |       30.06 |        0.41 |       26.04 |       15.54
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   357678675 |   148964331 |   379777161 |    23761816 |   618751974 |   287893834 |    46863403 |   121789634
    num misses                       |          52 |         101 |         119 |           3 |         289 |           4 |       37759 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1295567556 |   396094813 |  2029834013 |    88558906 |  1724776360 |  1265510327 |   192041585 |   365394165
    num misses                       |       76998 |    15430218 |     4487869 |    21160557 |     3068589 |      674469 |     2918488 |     6293391
    miss rate                        |       0.01% |       3.90% |       0.22% |      23.89% |       0.18% |       0.05% |       1.52% |       1.72%
    mpki                             |        0.02 |       18.15 |        1.12 |       84.64 |        0.70 |        0.21 |        5.26 |        6.00
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       77050 |    15430319 |     4487988 |    21160560 |     3068878 |      674473 |     2956247 |     6293433
    num misses                       |       68672 |     4628924 |       61324 |    10898665 |      489136 |      351923 |     2501819 |     1704193
    miss rate                        |      89.13% |      30.00% |       1.37% |      51.50% |      15.94% |      52.18% |      84.63% |      27.08%
    mpki                             |        0.02 |        5.45 |        0.02 |       43.59 |        0.11 |        0.11 |        4.51 |        1.63
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   357678675 |   148964331 |   379777161 |    23761816 |   618751974 |   287893834 |    46863403 |   121789634
    num cache misses                 |       91701 |     1937426 |       92616 |       71229 |    17754562 |      123436 |      761804 |       66091
    miss rate                        |       0.03% |       1.30% |       0.02% |       0.30% |       2.87% |       0.04% |       1.63% |       0.05%
    mpki                             |        0.02 |        2.28 |        0.02 |        0.28 |        4.02 |        0.04 |        1.37 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1295567556 |   396094813 |  2029834013 |    88558906 |  1724776360 |  1265510327 |   192041585 |   365394165
    num cache misses                 |     4712328 |    22152394 |    31062770 |    28810478 |    21162384 |    32755691 |    16441147 |    42791550
    miss rate                        |       0.36% |       5.59% |       1.53% |      32.53% |       1.23% |       2.59% |       8.56% |      11.71%
    mpki                             |        1.07 |       26.06 |        7.78 |      115.24 |        4.80 |       10.17 |       29.66 |       40.81
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4957699 |    29193328 |    32305130 |    32743660 |    39881163 |    32945854 |    17243065 |    47278156
    num cache misses                 |     4635549 |    18594209 |     5773140 |    21001999 |     6052068 |    22469457 |    16303359 |    32284000
    miss rate                        |      93.50% |      63.69% |      17.87% |      64.14% |      15.18% |      68.20% |      94.55% |      68.29%
    mpki                             |        1.05 |       21.88 |        1.45 |       84.01 |        1.37 |        6.98 |       29.41 |       30.79
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4792444 |    23719567 |     6933553 |    24936522 |     7045531 |    22560789 |    16345373 |    36714138
    num cache misses                 |     4630290 |    17119515 |     4577184 |    19540497 |     3187518 |    22168928 |    15492714 |    22328993
    miss rate                        |      96.62% |      72.17% |      66.01% |      78.36% |      45.24% |      98.26% |      94.78% |      60.82%
    mpki                             |        1.05 |       20.14 |        1.15 |       78.16 |        0.72 |        6.88 |       27.95 |       21.30
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   142445948 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      175.34 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       65.33 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
