                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1034922461 |   249999981 |   418216037 |  2245518453 |  1807051351 |   992231175 |  2559906235 |  2937386009
  Cycles                             |  3278254085 |  3278252890 |  3278254312 |  3278254088 |  3278254304 |  3278254299 |  3278254091 |  3278254554
  IPC                                |        0.32 |        0.08 |        0.13 |        0.68 |        0.55 |        0.30 |        0.78 |        0.90
  Time (ns)                          |  1092751362 |  1092750964 |  1092751438 |  1092751363 |  1092751435 |  1092751433 |  1092751364 |  1092751518
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     9396636 |    58565837 |    69073819 |   343366561 |     2354032 |    61422820 |   117883129 |   236244200
  num incorrect                      |       62948 |     6500447 |     4400563 |    87952813 |       39894 |     2113110 |      980210 |    39670629
  misprediction rate                 |       0.67% |       9.99% |       5.99% |      20.39% |       1.67% |       3.33% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.52 |       39.17 |        0.02 |        2.13 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    91467853 |    21135842 |    70123511 |   292116598 |   206990594 |    94255564 |   195843768 |   430331497
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   281914198 |    86633855 |   127571686 |   755927051 |  1351763065 |   329191711 |  1473052515 |  1408269545
    num misses                       |      503995 |     1331682 |      151872 |     3344995 |    48793170 |     2638817 |      197832 |     7865668
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.80% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       27.00 |        2.66 |        0.08 |        2.68
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      503998 |     1349123 |      151876 |     3345014 |    48793176 |     2638839 |      197875 |     7865733
    num misses                       |      503619 |     1140464 |      151876 |      700703 |    34827036 |      260979 |       57729 |       49530
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.95% |      71.38% |       9.89% |      29.17% |       0.63%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.27 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    91467853 |    21135842 |    70123511 |   292116598 |   206990594 |    94255564 |   195843768 |   430331497
    num cache misses                 |      710791 |      495038 |       22010 |     2146329 |     1208737 |      696021 |      249305 |    14962409
    miss rate                        |       0.78% |       2.34% |       0.03% |       0.73% |       0.58% |       0.74% |       0.13% |       3.48%
    mpki                             |        0.69 |        1.98 |        0.05 |        0.96 |        0.67 |        0.70 |        0.10 |        5.09
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   281914198 |    86633855 |   127571686 |   755927051 |  1351763065 |   329191711 |  1473052515 |  1408269545
    num cache misses                 |    53242320 |     7509110 |     9732538 |     3708566 |    15138447 |    19103222 |    14285614 |    48079485
    miss rate                        |      18.89% |       8.67% |       7.63% |       0.49% |       1.12% |       5.80% |       0.97% |       3.41%
    mpki                             |       51.45 |       30.04 |       23.27 |        1.65 |        8.38 |       19.25 |        5.58 |       16.37
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    53953132 |     8031975 |    13085732 |     6586361 |    16381815 |    21343831 |    14605434 |    63179055
    num cache misses                 |    35062472 |     7691205 |     9754548 |     3371878 |    11839835 |     9992716 |    10350882 |    12108079
    miss rate                        |      64.99% |      95.76% |      74.54% |      51.19% |      72.27% |      46.82% |      70.87% |      19.16%
    mpki                             |       33.88 |       30.76 |       23.32 |        1.50 |        6.55 |       10.07 |        4.04 |        4.12
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    35062493 |     7719672 |    13085732 |     4117724 |    11874750 |    11573769 |    10424030 |    12262058
    num cache misses                 |    23699601 |     7494734 |     9738182 |     2303940 |    10529559 |     6324993 |     8032675 |     2500522
    miss rate                        |      67.59% |      97.09% |      74.42% |      55.95% |      88.67% |      54.65% |      77.06% |      20.39%
    mpki                             |       22.90 |       29.98 |       23.29 |        1.03 |        5.83 |        6.37 |        3.14 |        0.85
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   103273395 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      254.33 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      144.32 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
