                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  708998614 |  338574227 |  569635695 |  705915907 |  249999884 |  650608083 |  383147506 |  455101703
  Cycles                             |  453905240 |  453905199 |  453905210 |  453905193 |  453902738 |  453905100 |  453905400 |  453905442
  IPC                                |       1.56 |       0.75 |       1.25 |       1.56 |       0.55 |       1.43 |       0.84 |       1.00
  Time (ns)                          |  151301747 |  151301733 |  151301737 |  151301731 |  151300913 |  151301700 |  151301800 |  151301814
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   91041496 |    7582434 |   45872300 |   47162649 |   13325983 |   51600084 |     505125 |   68678579
  num incorrect                      |    9824991 |     133154 |    7717082 |    8027899 |     311809 |    4235958 |       8562 |    7687662
  misprediction rate                 |      9.74% |      1.73% |     14.40% |     14.55% |      2.29% |      7.59% |      1.67% |     10.07%
  mpki                               |      13.86 |       0.39 |      13.55 |      11.37 |       1.25 |       6.51 |       0.02 |      16.89
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  108406400 |   31043056 |   83518361 |   85578734 |   24892730 |   54449252 |   43870685 |   72820726
    num misses                       |        517 |          4 |         65 |         18 |         47 |         42 |          6 |       2923
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  283220910 |  132748047 |  273291975 |  297183137 |   86640605 |  179149127 |  286672874 |  183017560
    num misses                       |      84675 |      62877 |    1527233 |    2049820 |     133127 |     883663 |   10528318 |    1013255
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.69% |      0.15% |      0.49% |      3.67% |      0.55%
    mpki                             |       0.12 |       0.19 |       2.68 |       2.90 |       0.53 |       1.36 |      27.48 |       2.23
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      85192 |      62881 |    1527298 |    2049838 |     133174 |     883705 |   10528324 |    1016178
    num misses                       |       2675 |      37628 |       9880 |      15614 |      40814 |     276312 |    7578449 |     146449
    miss rate                        |      3.14% |     59.84% |      0.65% |      0.76% |     30.65% |     31.27% |     71.98% |     14.41%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.78 |       0.32
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  108406400 |   31043056 |   83518361 |   85578734 |   24892730 |   54449252 |   43870685 |   72820726
    num cache misses                 |    2310101 |      36442 |    2792927 |     799354 |      25563 |     103966 |     203831 |    1405507
    miss rate                        |      2.13% |      0.12% |      3.34% |      0.93% |      0.10% |      0.19% |      0.46% |      1.93%
    mpki                             |       3.26 |       0.11 |       4.90 |       1.13 |       0.10 |       0.16 |       0.53 |       3.09
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  283220910 |  132748047 |  273291975 |  297183137 |   86640605 |  179149127 |  286672874 |  183017560
    num cache misses                 |    2823263 |    3199670 |    9347560 |    1529851 |    3054178 |    9620323 |    3175475 |    1720819
    miss rate                        |      1.00% |      2.41% |      3.42% |      0.51% |      3.53% |      5.37% |      1.11% |      0.94%
    mpki                             |       3.98 |       9.45 |      16.41 |       2.17 |      12.22 |      14.79 |       8.29 |       3.78
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5165071 |    3241550 |   12150741 |    2356591 |    3540966 |    9738634 |    3383185 |    3200164
    num cache misses                 |     381723 |    2453358 |    2060404 |     425130 |    2491578 |    9004821 |    2404939 |    1698209
    miss rate                        |      7.39% |     75.68% |     16.96% |     18.04% |     70.36% |     92.46% |     71.09% |     53.07%
    mpki                             |       0.54 |       7.25 |       3.62 |       0.60 |       9.97 |      13.84 |       6.28 |       3.73
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     413613 |    2460833 |    2072617 |     453377 |    2962611 |    9019234 |    2408861 |    1772405
    num cache misses                 |     290836 |    2377844 |     210883 |     223071 |    2218609 |     626544 |    2114026 |     616345
    miss rate                        |     70.32% |     96.63% |     10.17% |     49.20% |     74.89% |      6.95% |     87.76% |     34.77%
    mpki                             |       0.41 |       7.02 |       0.37 |       0.32 |       8.87 |       0.96 |       5.52 |       1.35
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   11268378 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     149.92 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.91 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     74.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
