                                   | Core 0    
  Instructions                     |   99999950
  Cycles                           |   62418258
  IPC                              |       1.60
  Time (ns)                        |   20806086
Branch predictor stats             |           
  num correct                      |    5251304
  num incorrect                    |     927634
  misprediction rate               |     15.01%
  mpki                             |       9.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11061074
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   47995305
    num misses                     |      48660
    miss rate                      |      0.10%
    mpki                           |       0.49
  L2 TLB                           |           
    num accesses                   |      48716
    num misses                     |       5763
    miss rate                      |     11.83%
    mpki                           |       0.06
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11061074
    num cache misses               |      30672
    miss rate                      |      0.28%
    mpki                           |       0.31
  Cache L1-D                       |           
    num cache accesses             |   47995305
    num cache misses               |     282426
    miss rate                      |      0.59%
    mpki                           |       2.82
  Cache L2                         |           
    num cache accesses             |     313341
    num cache misses               |     226805
    miss rate                      |     72.38%
    mpki                           |       2.27
  Cache L3                         |           
    num cache accesses             |     227094
    num cache misses               |      64635
    miss rate                      |     28.46%
    mpki                           |       0.65
DRAM summary                       |           
  num dram accesses                |      88798
  average dram access latency (ns) |      93.02
  average dram queueing delay      |       7.98
Coherency Traffic                  |           
  num loads from dram              |      29330
  num loads from dram cache        |          0
  num loads from remote cache      |          0
