                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999898 |  693300396 |  494987554 |  975795263
  Cycles                             |  679768451 |  679770793 |  679770519 |  679770823
  IPC                                |       0.37 |       1.02 |       0.73 |       1.44
  Time (ns)                          |  226589484 |  226590264 |  226590173 |  226590274
Branch predictor stats               |            |            |            |           
  num correct                        |    4856955 |   32340678 |   30088095 |   78442661
  num incorrect                      |    6669357 |   28236442 |   18105272 |   13172908
  misprediction rate                 |     57.86% |     46.61% |     37.57% |     14.38%
  mpki                               |      26.68 |      40.73 |      36.58 |      13.50
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   27532058 |   53091397 |   59075092 |  142946590
    num misses                       |         14 |         52 |         10 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   93614435 |  199305898 |  227558408 |  467763244
    num misses                       |     661938 |       9623 |    1564532 |    2612255
    miss rate                        |      0.71% |      0.00% |      0.69% |      0.56%
    mpki                             |       2.65 |       0.01 |       3.16 |       2.68
  L2 TLB                             |            |            |            |           
    num accesses                     |     661952 |       9675 |    1564542 |    2612320
    num misses                       |     661946 |       8449 |    1244283 |      16612
    miss rate                        |    100.00% |     87.33% |     79.53% |      0.64%
    mpki                             |       2.65 |       0.01 |       2.51 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   27532058 |   53091397 |   59075092 |  142946590
    num cache misses                 |      19407 |      16463 |      32246 |    4748119
    miss rate                        |      0.07% |      0.03% |      0.05% |      3.32%
    mpki                             |       0.08 |       0.02 |       0.07 |       4.87
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   93614435 |  199305898 |  227558408 |  467763244
    num cache misses                 |    7294808 |     582519 |    3511472 |   15731524
    miss rate                        |      7.79% |      0.29% |      1.54% |      3.36%
    mpki                             |      29.18 |       0.84 |       7.09 |      16.12
  Cache L2                           |            |            |            |           
    num cache accesses               |    8259136 |     620760 |    3823778 |   20484539
    num cache misses                 |    7314215 |     567500 |    3298010 |    3150790
    miss rate                        |     88.56% |     91.42% |     86.25% |     15.38%
    mpki                             |      29.26 |       0.82 |       6.66 |       3.23
  Cache L3                           |            |            |            |           
    num cache accesses               |    8259136 |     589606 |    3619099 |    3156649
    num cache misses                 |    7295598 |     557135 |     888361 |     108593
    miss rate                        |     88.33% |     94.49% |     24.55% |      3.44%
    mpki                             |      29.18 |       0.80 |       1.79 |       0.11
DRAM summary                         |            |            |            |           
  num dram accesses                  |   13034642 |          0 |          0 |          0
  average dram access latency (ns)   |     129.63 |        inf |        inf |        inf
  average dram queueing delay        |      19.62 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     57.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
