                                   | Core 0     
  Instructions                     |   249999989
  Cycles                           |  1725381241
  IPC                              |        0.14
  Time (ns)                        |   575127081
Branch predictor stats             |            
  num correct                      |    43244780
  num incorrect                    |    11689069
  misprediction rate               |      21.28%
  mpki                             |       46.76
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    23761816
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    88558906
    num misses                     |    21160240
    miss rate                      |      23.89%
    mpki                           |       84.64
  L2 TLB                           |            
    num accesses                   |    21160243
    num misses                     |    10898430
    miss rate                      |      51.50%
    mpki                           |       43.59
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    23761816
    num cache misses               |      184692
    miss rate                      |       0.78%
    mpki                           |        0.74
  Cache L1-D                       |            
    num cache accesses             |    88558906
    num cache misses               |    28688139
    miss rate                      |      32.39%
    mpki                           |      114.75
  Cache L2                         |            
    num cache accesses             |    32507217
    num cache misses               |    24263879
    miss rate                      |      74.64%
    mpki                           |       97.06
  Cache L3                         |            
    num cache accesses             |    27927247
    num cache misses               |    16395168
    miss rate                      |      58.71%
    mpki                           |       65.58
DRAM summary                       |            
  num dram accesses                |    20370921
  average dram access latency (ns) |       57.06
  average dram queueing delay      |        2.05
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
