                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1503210272 |  6584469780 |   951148005 |  6579153764 |  3760840104 |  10821138162 |  1973403204 |  14482191002 |  5699022659 |  5815714239 |  5171156759 |  3155606768 |  1187331366 |   249999989 |  6400083305 |  10301208162
  Cycles                             |  7949199513 |  7949199063 |  7949199204 |  7949199000 |  7949199261 |   7949198963 |  7949199161 |   7949199013 |  7949199120 |  7949199034 |  7949199146 |  7949199001 |  7949199086 |  7949173239 |  7949199000 |   7949199002
  IPC                                |        0.19 |        0.83 |        0.12 |        0.83 |        0.47 |         1.36 |        0.25 |         1.82 |        0.72 |        0.73 |        0.65 |        0.40 |        0.15 |        0.03 |        0.81 |         1.30
  Time (ns)                          |  2649733171 |  2649733021 |  2649733068 |  2649733000 |  2649733087 |   2649732988 |  2649733054 |   2649733005 |  2649733040 |  2649733012 |  2649733049 |  2649733001 |  2649733029 |  2649724413 |  2649733000 |   2649733001
Branch predictor stats               |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num correct                        |    13654869 |   375221104 |   160739910 |   847571266 |     4901678 |    959380769 |   122033181 |   2672694461 |   307336313 |   109465080 |   561327771 |   480486825 |    94209153 |    43244780 |   978541309 |    454539272
  num incorrect                      |       91488 |    63496592 |    14858510 |   197725320 |       83068 |    160088200 |     4216068 |    182327364 |   216522965 |    16636576 |    85658634 |   103164338 |     7721420 |    11689069 |   250761871 |     25807899
  misprediction rate                 |       0.67% |      14.47% |       8.46% |      18.92% |       1.67% |       14.30% |       3.34% |        6.39% |      41.33% |      13.19% |      13.24% |      17.68% |       7.58% |      21.28% |      20.40% |        5.37%
  mpki                               |        0.06 |        9.64 |       15.62 |       30.05 |        0.02 |        14.79 |        2.14 |        12.59 |       37.99 |        2.86 |       16.56 |       32.69 |        6.50 |       46.76 |       39.18 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   132856025 |   739846954 |   110360899 |   922490330 |   430782260 |   1228872457 |   187555662 |   2374714554 |   463107835 |   553964825 |   609315311 |   435112462 |    99228715 |    23761816 |   832659860 |    981250588
    num misses                       |           3 |          56 |          42 |         387 |           6 |         3646 |          22 |           39 |          52 |         150 |          10 |         578 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
