                                   | Core 0     
  Instructions                     |   249999989
  Cycles                           |  3595001291
  IPC                              |        0.07
  Time (ns)                        |  1198333764
Branch predictor stats             |            
  num correct                      |    43244780
  num incorrect                    |    11689069
  misprediction rate               |      21.28%
  mpki                             |       46.76
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    23761816
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    88558906
    num misses                     |    21160872
    miss rate                      |      23.89%
    mpki                           |       84.64
  L2 TLB                           |            
    num accesses                   |    21160875
    num misses                     |    10898835
    miss rate                      |      51.50%
    mpki                           |       43.60
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    23761816
    num cache misses               |      183861
    miss rate                      |       0.77%
    mpki                           |        0.74
  Cache L1-D                       |            
    num cache accesses             |    88558906
    num cache misses               |    28699119
    miss rate                      |      32.41%
    mpki                           |      114.80
  Cache L2                         |            
    num cache accesses             |    33100890
    num cache misses               |    24585828
    miss rate                      |      74.28%
    mpki                           |       98.34
  Cache L3                         |            
    num cache accesses             |    28835793
    num cache misses               |    23149939
    miss rate                      |      80.28%
    mpki                           |       92.60
DRAM summary                       |            
  num dram accesses                |    27751398
  average dram access latency (ns) |      108.24
  average dram queueing delay      |       23.20
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
