                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  482853798 |  414170181 |  310020376 |  249999907
  Cycles                             |  307614197 |  307614293 |  307614307 |  307611966
  IPC                                |       1.57 |       1.35 |       1.01 |       0.81
  Time (ns)                          |  102538066 |  102538098 |  102538102 |  102537322
Branch predictor stats               |            |            |            |           
  num correct                        |   62495228 |   17581439 |   15192156 |    4611008
  num incorrect                      |    6677599 |    1014792 |   12342170 |     704186
  misprediction rate                 |      9.65% |      5.46% |     44.82% |     13.25%
  mpki                               |      13.83 |       2.45 |      39.81 |       2.82
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   73406507 |   40001814 |   24267953 |   23785065
    num misses                       |        371 |          8 |         52 |         62
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  192018653 |  128635431 |   89904464 |  127043714
    num misses                       |      56887 |      36631 |       4649 |     281068
    miss rate                        |      0.03% |      0.03% |      0.01% |      0.22%
    mpki                             |       0.12 |       0.09 |       0.01 |       1.12
  L2 TLB                             |            |            |            |           
    num accesses                     |      57258 |      36639 |       4701 |     281130
    num misses                       |       1877 |       1106 |       4245 |       4010
    miss rate                        |      3.28% |      3.02% |     90.30% |      1.43%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   73406507 |   40001814 |   24267953 |   23785065
    num cache misses                 |    1558082 |      10217 |      14390 |      15916
    miss rate                        |      2.12% |      0.03% |      0.06% |      0.07%
    mpki                             |       3.23 |       0.02 |       0.05 |       0.06
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  192018653 |  128635431 |   89904464 |  127043714
    num cache misses                 |    1859283 |    3544805 |     297622 |    1958244
    miss rate                        |      0.97% |      2.76% |      0.33% |      1.54%
    mpki                             |       3.85 |       8.56 |       0.96 |       7.83
  Cache L2                           |            |            |            |           
    num cache accesses               |    3450932 |    3587764 |     335861 |    2127494
    num cache misses                 |     263573 |     232506 |     302843 |     661712
    miss rate                        |      7.64% |      6.48% |     90.17% |     31.10%
    mpki                             |       0.55 |       0.56 |       0.98 |       2.65
  Cache L3                           |            |            |            |           
    num cache accesses               |     297945 |     267320 |     327165 |     815221
    num cache misses                 |     255808 |     230448 |     302343 |     526149
    miss rate                        |     85.86% |     86.21% |     92.41% |     64.54%
    mpki                             |       0.53 |       0.56 |       0.98 |       2.10
DRAM summary                         |            |            |            |           
  num dram accesses                  |    1891142 |          0 |          0 |          0
  average dram access latency (ns)   |     113.20 |        inf |        inf |        inf
  average dram queueing delay        |       3.19 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     18.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
