                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  370103665 |  451905567 |  249999979 |  368082796
  Cycles                             |  255942626 |  255942265 |  255939371 |  255942157
  IPC                                |       1.45 |       1.77 |       0.98 |       1.44
  Time (ns)                          |   85314209 |   85314088 |   85313124 |   85314052
Branch predictor stats               |            |            |            |           
  num correct                        |   15352294 |   56808417 |   38222132 |   33262492
  num incorrect                      |     882033 |    6333708 |    9793313 |    5702125
  misprediction rate                 |      5.43% |     10.03% |     20.40% |     14.63%
  mpki                               |       2.38 |      14.02 |      39.17 |      15.49
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   36077430 |   69843229 |   32523298 |   41985355
    num misses                       |          8 |        358 |         19 |        221
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  116362336 |  182938364 |   84159510 |  154062651
    num misses                       |      26567 |      54661 |     372549 |      82993
    miss rate                        |      0.02% |      0.03% |      0.44% |      0.05%
    mpki                             |       0.07 |       0.12 |       1.49 |       0.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      26575 |      55019 |     372568 |      83214
    num misses                       |        968 |       1799 |      78121 |       2712
    miss rate                        |      3.64% |      3.27% |     20.97% |      3.26%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   36077430 |   69843229 |   32523298 |   41985355
    num cache misses                 |      12184 |    1479257 |     167348 |     594726
    miss rate                        |      0.03% |      2.12% |      0.51% |      1.42%
    mpki                             |       0.03 |       3.27 |       0.67 |       1.62
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  116362336 |  182938364 |   84159510 |  154062651
    num cache misses                 |    3227011 |    1443227 |     345786 |    1178264
    miss rate                        |      2.77% |      0.79% |      0.41% |      0.76%
    mpki                             |       8.72 |       3.19 |       1.38 |       3.20
  Cache L2                           |            |            |            |           
    num cache accesses               |    3253683 |    2933642 |     580130 |    1776170
    num cache misses                 |     183052 |     198575 |     230245 |     685912
    miss rate                        |      5.63% |      6.77% |     39.69% |     38.62%
    mpki                             |       0.49 |       0.44 |       0.92 |       1.86
  Cache L3                           |            |            |            |           
    num cache accesses               |     198097 |     209758 |     298397 |     689173
    num cache misses                 |     144699 |      81975 |      95019 |      69364
    miss rate                        |     73.04% |     39.08% |     31.84% |     10.06%
    mpki                             |       0.39 |       0.18 |       0.38 |       0.19
DRAM summary                         |            |            |            |           
  num dram accesses                  |     526780 |          0 |          0 |          0
  average dram access latency (ns)   |     111.10 |        inf |        inf |        inf
  average dram queueing delay        |       1.09 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
