                                   | Core 0    
  Instructions                     |   99999914
  Cycles                           |   57408851
  IPC                              |       1.74
  Time (ns)                        |   19136284
Branch predictor stats             |           
  num correct                      |    4605063
  num incorrect                    |      38465
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7649541
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   57543555
    num misses                     |       7875
    miss rate                      |      0.01%
    mpki                           |       0.08
  L2 TLB                           |           
    num accesses                   |       7918
    num misses                     |       1400
    miss rate                      |     17.68%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7649541
    num cache misses               |       7018
    miss rate                      |      0.09%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   57543555
    num cache misses               |     548446
    miss rate                      |      0.95%
    mpki                           |       5.48
  Cache L2                         |           
    num cache accesses             |     556589
    num cache misses               |     382202
    miss rate                      |     68.67%
    mpki                           |       3.82
  Cache L3                         |           
    num cache accesses             |     383402
    num cache misses               |     269413
    miss rate                      |     70.27%
    mpki                           |       2.69
DRAM summary                       |           
  num dram accesses                |     515627
  average dram access latency (ns) |      72.82
  average dram queueing delay      |       7.80
Coherency Traffic                  |           
  num loads from dram              |      48005
  num loads from dram cache        |          0
  num loads from remote cache      |          0
