                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1777193903 |   2298818864 |  14643818644 |   4963982315 |   1401107132 |    249999989 |   2227052429 |    832563176 |  15444420973 |   3562083148 |    948090915 |   6535686536 |   5286025821 |   6454560968 |   2759887027 |    500217896
  Cycles                             |  12185427469 |  12185427760 |  12185426700 |  12185428336 |  12185427006 |  12185411126 |  12185427989 |  12185426878 |  12185426720 |  12185427544 |  12185426947 |  12185429732 |  12185428259 |  12185427619 |  12185428244 |  12185427381
  IPC                                |         0.15 |         0.19 |         1.20 |         0.41 |         0.11 |         0.02 |         0.18 |         0.07 |         1.27 |         0.29 |         0.08 |         0.54 |         0.43 |         0.53 |         0.23 |         0.04
  Time (ns)                          |   4061809157 |   4061809254 |   4061808900 |   4061809446 |   4061809002 |   4061803709 |   4061809330 |   4061808960 |   4061808907 |   4061809182 |   4061808983 |   4061809911 |   4061809420 |   4061809207 |   4061809415 |   4061809127
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     16140673 |    351297957 |   1160894141 |    439085850 |     26832553 |     43244780 |    118788797 |    114587217 |   1677061266 |     81987446 |    143144077 |    985512393 |    351880280 |    349374315 |    121816860 |    117184315
  num incorrect                      |       108134 |     90154284 |     94945714 |     73237712 |     37030030 |     11689069 |      2779376 |     15700315 |    255693385 |      1461233 |     31600790 |    110852144 |     60455743 |    244766504 |      6918807 |     13006618
  misprediction rate                 |        0.67% |       20.42% |        7.56% |       14.30% |       57.98% |       21.28% |        2.29% |       12.05% |       13.23% |        1.75% |       18.08% |       10.11% |       14.66% |       41.20% |        5.37% |        9.99%
  mpki                               |         0.06 |        39.22 |         6.48 |        14.75 |        26.43 |        46.76 |         1.25 |        18.86 |        16.56 |         0.41 |        33.33 |        16.96 |        11.44 |        37.92 |         2.51 |        26.00
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    157071087 |    299122894 |   1225865080 |    563431299 |    153710149 |     23761816 |    221860259 |    145896640 |   1819279037 |    318644383 |    131485574 |   1046547618 |    641345038 |    525195218 |    262869433 |     42289193
    num misses                       |            3 |           19 |           42 |         1723 |           14 |            3 |           47 |          100 |           10 |            4 |          240 |        38358 |           18 |           52 |            8 |        34787
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.08%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.01 |         0.00 |         0.00 |         0.00 |         0.07
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    484172249 |    773717453 |   4030284139 |   2076225380 |    520209636 |     88558906 |    773110973 |    388057043 |   6935819662 |   1397935754 |    368675267 |   2633017078 |   2228785536 |   1902880344 |    839236322 |    173341653
    num misses                       |       865837 |      3424395 |     19701546 |      1098992 |      3669373 |     21160078 |      1197611 |     15106394 |     69568782 |       740979 |      1950282 |     14735500 |     15836631 |       115414 |       268297 |      2663799
    miss rate                        |        0.18% |        0.44% |        0.49% |        0.05% |        0.71% |       23.89% |        0.15% |        3.89% |        1.00% |        0.05% |        0.53% |        0.56% |        0.71% |        0.01% |        0.03% |        1.54%
    mpki                             |         0.49 |         1.49 |         1.35 |         0.22 |         2.62 |        84.64 |         0.54 |        18.14 |         4.50 |         0.21 |         2.06 |         2.25 |         3.00 |         0.02 |         0.10 |         5.33
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       865840 |      3424414 |     19701588 |      1100715 |      3669387 |     21160081 |      1197658 |     15106494 |     69568792 |       740983 |      1950522 |     14773858 |     15836649 |       115466 |       268305 |      2698586
    num misses                       |       865187 |       717122 |      6127981 |        34813 |      3669344 |     10898740 |       365570 |      4539722 |      6139683 |       387801 |       166912 |      2101464 |       121385 |       102978 |         6817 |      2281247
