                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  337893490 |  249999876 |  336605799 |  432488478
  Cycles                             |  514516991 |  514514330 |  514516868 |  514516846
  IPC                                |       0.66 |       0.49 |       0.65 |       0.84
  Time (ns)                          |  171505664 |  171504777 |  171505623 |  171505615
Branch predictor stats               |            |            |            |           
  num correct                        |   26741344 |    8515508 |   43139513 |   48296638
  num incorrect                      |    2188544 |    3973583 |   10248336 |    7257305
  misprediction rate                 |      7.56% |     31.82% |     19.20% |     13.06%
  mpki                               |       6.48 |      15.89 |      30.45 |      16.78
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   28799775 |   19582128 |   47083309 |   50362676
    num misses                       |         42 |          3 |        113 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   92929153 |  107816592 |  131959312 |  190000227
    num misses                       |     452281 |     111487 |     214499 |    2148927
    miss rate                        |      0.49% |      0.10% |      0.16% |      1.13%
    mpki                             |       1.34 |       0.45 |       0.64 |       4.97
  L2 TLB                             |            |            |            |           
    num accesses                     |     452323 |     111490 |     214612 |    2148937
    num misses                       |     143193 |      76686 |      36712 |     196740
    miss rate                        |     31.66% |     68.78% |     17.11% |      9.16%
    mpki                             |       0.42 |       0.31 |       0.11 |       0.45
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   28799775 |   19582128 |   47083309 |   50362676
    num cache misses                 |      32134 |      58298 |    1569690 |      17237
    miss rate                        |      0.11% |      0.30% |      3.33% |      0.03%
    mpki                             |       0.10 |       0.23 |       4.66 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   92929153 |  107816592 |  131959312 |  190000227
    num cache misses                 |    4978628 |    5723674 |    1669089 |    6721668
    miss rate                        |      5.36% |      5.31% |      1.26% |      3.54%
    mpki                             |      14.73 |      22.89 |       4.96 |      15.54
  Cache L2                           |            |            |            |           
    num cache accesses               |    5040866 |    6197257 |    3391882 |    6896587
    num cache misses                 |    4256504 |    5217591 |     932222 |    2400191
    miss rate                        |     84.44% |     84.19% |     27.48% |     34.80%
    mpki                             |      12.60 |      20.87 |       2.77 |       5.55
  Cache L3                           |            |            |            |           
    num cache accesses               |    4290740 |    5632876 |    1089464 |    2579676
    num cache misses                 |    1809692 |    5211007 |     904344 |    1579498
    miss rate                        |     42.18% |     92.51% |     83.01% |     61.23%
    mpki                             |       5.36 |      20.84 |       2.69 |       3.65
DRAM summary                         |            |            |            |           
  num dram accesses                  |   11309173 |          0 |          0 |          0
  average dram access latency (ns)   |     130.98 |        inf |        inf |        inf
  average dram queueing delay        |      20.97 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     66.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
