                                   | Core 0    
  Instructions                     |   99999959
  Cycles                           |   77441006
  IPC                              |       1.29
  Time (ns)                        |   25813669
Branch predictor stats             |           
  num correct                      |    5563644
  num incorrect                    |     913023
  misprediction rate               |     14.10%
  mpki                             |       9.13
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9896916
    num misses                     |          5
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29723328
    num misses                     |     205077
    miss rate                      |      0.69%
    mpki                           |       2.05
  L2 TLB                           |           
    num accesses                   |     205082
    num misses                     |       5378
    miss rate                      |      2.62%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9896916
    num cache misses               |       7148
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   29723328
    num cache misses               |    1221151
    miss rate                      |      4.11%
    mpki                           |      12.21
  Cache L2                         |           
    num cache accesses             |    1240022
    num cache misses               |     450578
    miss rate                      |     36.34%
    mpki                           |       4.51
  Cache L3                         |           
    num cache accesses             |     462351
    num cache misses               |     394297
    miss rate                      |     85.28%
    mpki                           |       3.94
DRAM summary                       |           
  num dram accesses                |     491607
  average dram access latency (ns) |      50.61
  average dram queueing delay      |       0.61
Coherency Traffic                  |           
  num loads from dram              |     308048
  num loads from dram cache        |          0
  num loads from remote cache      |          0
