                                   | Core 0     
  Instructions                     |    99999917
  Cycles                           |  1133703976
  IPC                              |        0.09
  Time (ns)                        |   377901325
Branch predictor stats             |            
  num correct                      |    16987764
  num incorrect                    |     4886023
  misprediction rate               |      22.34%
  mpki                             |       48.86
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |     9678072
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    35503726
    num misses                     |     8311783
    miss rate                      |      23.41%
    mpki                           |       83.12
  L2 TLB                           |            
    num accesses                   |     8311786
    num misses                     |     4149467
    miss rate                      |      49.92%
    mpki                           |       41.49
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |     9678072
    num cache misses               |       73524
    miss rate                      |       0.76%
    mpki                           |        0.74
  Cache L1-D                       |            
    num cache accesses             |    35503726
    num cache misses               |    11422624
    miss rate                      |      32.17%
    mpki                           |      114.23
  Cache L2                         |            
    num cache accesses             |    13024946
    num cache misses               |     9694329
    miss rate                      |      74.43%
    mpki                           |       96.94
  Cache L3                         |            
    num cache accesses             |    11236393
    num cache misses               |     6526680
    miss rate                      |      58.09%
    mpki                           |       65.27
DRAM summary                       |            
  num dram accesses                |     8191845
  average dram access latency (ns) |      101.22
  average dram queueing delay      |       16.18
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
