                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  8189269199 |  3383132872 |   888385189 |   421156662 |  1176914082 |  2534443850 |  2775495912 |  1842937610 |  1789885996 |   249999981 |  1685020867 |   705466737 |  9544741612 |  1658587371 |   899489417 |   759203771
  Cycles                             |  5919621010 |  5919621002 |  5919621629 |  5919621057 |  5919621569 |  5919621000 |  5919621004 |  5919621001 |  5919621836 |  5919616577 |  5919621286 |  5919621065 |  5919621000 |  5919621602 |  5919621147 |  5919621130
  IPC                                |        1.38 |        0.57 |        0.15 |        0.07 |        0.20 |        0.43 |        0.47 |        0.31 |        0.30 |        0.04 |        0.28 |        0.12 |        1.61 |        0.28 |        0.15 |        0.13
  Time (ns)                          |  1973207003 |  1973207001 |  1973207210 |  1973207019 |  1973207190 |  1973207000 |  1973207001 |  1973207000 |  1973207279 |  1973205526 |  1973207095 |  1973207022 |  1973207000 |  1973207201 |  1973207049 |  1973207043
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   889911518 |   181172201 |    53975327 |    57939899 |    62798528 |   168534535 |   357560338 |   148253530 |    41101652 |    58565837 |    73905170 |    13279183 |   439542211 |   306093941 |     8150617 |   115811748
  num incorrect                      |   135625432 |   128883467 |    32480688 |     7973683 |     1469294 |    28981881 |    83470048 |    24902761 |      732415 |     6500447 |     4205975 |    18159379 |     3657683 |    20881850 |       54562 |    24709707
  misprediction rate                 |      13.22% |      41.57% |      37.57% |      12.10% |       2.29% |      14.67% |      18.93% |      14.38% |       1.75% |       9.99% |       5.38% |      57.76% |       0.83% |       6.39% |       0.66% |      17.58%
  mpki                               |       16.56 |       38.10 |       36.56 |       18.93 |        1.25 |       11.44 |       30.07 |       13.51 |        0.41 |       26.00 |        2.50 |       25.74 |        0.38 |       12.59 |        0.06 |       32.55
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   964243783 |   274862777 |   105964897 |    73762527 |   117793791 |   307437371 |   389175389 |   270012296 |   160000175 |    21135842 |   160870580 |    76440097 |   730217304 |   271968399 |    79497180 |   104593051
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         219 |          65 |           4 |       17441 |           8 |          14 |          43 |          39 |           3 |         216
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  3675577411 |   996423535 |   408667239 |   196254143 |   410840030 |  1068401476 |  1083673219 |   883708588 |   701966532 |    86633855 |   514201459 |   260110660 |  5492353422 |   540535506 |   244797663 |   294453921
    num misses                       |    36978341 |       58964 |     2792750 |     7645607 |      629150 |     7575452 |     1946566 |     4932060 |      370624 |     1331665 |      162148 |     1838985 |      739938 |          23 |      436663 |     1564763
    miss rate                        |       1.01% |       0.01% |       0.68% |       3.90% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.71% |       0.01% |       0.00% |       0.18% |       0.53%
    mpki                             |        4.52 |        0.02 |        3.14 |       18.15 |        0.53 |        2.99 |        0.70 |        2.68 |        0.21 |        5.33 |        0.10 |        2.61 |        0.08 |        0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    36978351 |       59016 |     2792760 |     7645699 |      629197 |     7575470 |     1946785 |     4932125 |      370628 |     1349106 |      162156 |     1838999 |      739981 |          62 |      436666 |     1564979
    num misses                       |     3267641 |       52576 |     2217824 |     2282518 |      195425 |       58212 |      310396 |       31490 |      194067 |     1140457 |        4175 |     1838977 |      212167 |          62 |      436336 |      153012
    miss rate                        |       8.84% |      89.09% |      79.41% |      29.85% |      31.06% |       0.77% |      15.94% |       0.64% |      52.36% |      84.53% |       2.57% |     100.00% |      28.67% |     100.00% |      99.92% |       9.78%
    mpki                             |        0.40 |        0.02 |        2.50 |        5.42 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.61 |        0.02 |        0.00 |        0.49 |        0.20
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   964243783 |   274862777 |   105964897 |    73762527 |   117793791 |   307437371 |   389175389 |   270012296 |   160000175 |    21135842 |   160870580 |    76440097 |   730217304 |   271968399 |    79497180 |   104593051
    num cache misses                 |      698358 |      360639 |       67490 |     1688014 |      126793 |     4781228 |    12413994 |    10238670 |      245472 |      451192 |      332489 |       60113 |      664592 |     6086108 |      619340 |     7623843
    miss rate                        |       0.07% |       0.13% |       0.06% |       2.29% |       0.11% |       1.56% |       3.19% |       3.79% |       0.15% |       2.13% |       0.21% |       0.08% |       0.09% |       2.24% |       0.78% |       7.29%
    mpki                             |        0.09 |        0.11 |        0.08 |        4.01 |        0.11 |        1.89 |        4.47 |        5.56 |        0.14 |        1.80 |        0.20 |        0.09 |        0.07 |        3.67 |        0.69 |       10.04
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  3675577411 |   996423535 |   408667239 |   196254143 |   410840030 |  1068401476 |  1083673219 |   883708588 |   701966532 |    86633855 |   514201459 |   260110660 |  5492353422 |   540535506 |   244797663 |   294453921
    num cache misses                 |   118279666 |     4094502 |     6745184 |    11457439 |    14523422 |     8585323 |    14012029 |    31278444 |    18131792 |     7556362 |    16883356 |    20255634 |    51862003 |     1422384 |    46133020 |     8145713
    miss rate                        |       3.22% |       0.41% |       1.65% |       5.84% |       3.54% |       0.80% |       1.29% |       3.54% |       2.58% |       8.72% |       3.28% |       7.79% |       0.94% |       0.26% |      18.85% |       2.77%
    mpki                             |       14.44 |        1.21 |        7.59 |       27.20 |       12.34 |        3.39 |        5.05 |       16.97 |       10.13 |       30.23 |       10.02 |       28.71 |        5.43 |        0.86 |       51.29 |       10.73
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   119083379 |     4786510 |     8040969 |    15921815 |    16812765 |    14024068 |    27394968 |    41754547 |    18434252 |     8043734 |    18040238 |    22671148 |    52546888 |     7758316 |    46753261 |    16443050
    num cache misses                 |    83340788 |     4408324 |     6511979 |    11429639 |    12064303 |     7039976 |    12970143 |    11904731 |    12942651 |     7728694 |     6459425 |    20315747 |    36401382 |     5077112 |    30440271 |    10700748
    miss rate                        |      69.99% |      92.10% |      80.99% |      71.79% |      71.76% |      50.20% |      47.34% |      28.51% |      70.21% |      96.08% |      35.81% |      89.61% |      69.27% |      65.44% |      65.11% |      65.08%
    mpki                             |       10.18 |        1.30 |        7.33 |       27.14 |       10.25 |        2.78 |        4.67 |        6.46 |        7.23 |       30.91 |        3.83 |       28.80 |        3.81 |        3.06 |       33.84 |       14.09
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    83449079 |     4740748 |     7758782 |    14211173 |    14307065 |     7719347 |    13943485 |    12175767 |    13020916 |     7765628 |     7314530 |    22671148 |    36422043 |     5327653 |    30441172 |    11377501
    num cache misses                 |      781492 |     4335996 |     5969511 |     9184928 |    10818939 |     5725724 |     4443608 |     5047695 |    12390417 |     7495426 |     6066655 |    20253940 |     2964620 |     4884149 |    27881905 |     5320724
    miss rate                        |       0.94% |      91.46% |      76.94% |      64.63% |      75.62% |      74.17% |      31.87% |      41.46% |      95.16% |      96.52% |      82.94% |      89.34% |       8.14% |      91.68% |      91.59% |      46.77%
    mpki                             |        0.10 |        1.28 |        6.72 |       21.81 |        9.19 |        2.26 |        1.60 |        2.74 |        6.92 |       29.98 |        3.60 |       28.71 |        0.31 |        2.94 |       31.00 |        7.01
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   189817466 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      437.37 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      327.36 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
