                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   849411898 |  1831007786 |  1666703607 |   938967214 |   783318981 |  1202788665 |  1870203446
  Cycles                             |  1081649788 |  1081652473 |  1081652528 |  1081652487 |  1081652957 |  1081652508 |  1081652502 |  1081652477
  IPC                                |        0.23 |        0.79 |        1.69 |        1.54 |        0.87 |        0.72 |        1.11 |        1.73
  Time (ns)                          |   360549929 |   360550824 |   360550843 |   360550829 |   360550986 |   360550836 |   360550834 |   360550826
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19196766 |   104220548 |    72891027 |     1221172 |    47608503 |   181488904 |   248204195
  num incorrect                      |     2521753 |      340264 |    17692662 |     4155473 |       20696 |    28649114 |    20351556 |    25166368
  misprediction rate                 |       5.85% |       1.74% |      14.51% |       5.39% |       1.67% |      37.57% |      10.08% |       9.21%
  mpki                               |       10.09 |        0.40 |        9.66 |        2.49 |        0.02 |       36.57 |       16.92 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    76659123 |   206011390 |   159259687 |   107560813 |    93475067 |   192497709 |   281416414
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7244 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   334543459 |   860789390 |   509415579 |   702373580 |   360224451 |   483909222 |   732245946
    num misses                       |       88470 |      169566 |      554872 |      159535 |    25339900 |     2475413 |     2671787 |      233962
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.61% |       0.69% |       0.55% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.99 |        3.16 |        2.22 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      169570 |      554928 |      159543 |    25339906 |     2475423 |     2679031 |      235243
    num misses                       |       88474 |       93845 |       87388 |        4107 |    18135223 |     1967296 |      383690 |        6836
    miss rate                        |     100.00% |      55.34% |      15.75% |       2.57% |      71.57% |      79.47% |      14.32% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.31 |        2.51 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    76659123 |   206011390 |   159259687 |   107560813 |    93475067 |   192497709 |   281416414
    num cache misses                 |        7090 |       99516 |      595678 |       27426 |      466832 |       51800 |     3630609 |     5807972
    miss rate                        |       0.02% |       0.13% |       0.29% |       0.02% |       0.43% |       0.06% |       1.89% |       2.06%
    mpki                             |        0.03 |        0.12 |        0.33 |        0.02 |        0.50 |        0.07 |        3.02 |        3.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   334543459 |   860789390 |   509415579 |   702373580 |   360224451 |   483909222 |   732245946
    num cache misses                 |     5663673 |     8397531 |     5266162 |    13608626 |     7731211 |     5573121 |     4483499 |     9542644
    miss rate                        |       7.49% |       2.51% |       0.61% |       2.67% |       1.10% |       1.55% |       0.93% |       1.30%
    mpki                             |       22.65 |        9.89 |        2.88 |        8.16 |        8.23 |        7.11 |        3.73 |        5.10
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690457 |     8501003 |     5864344 |    13694033 |     8200779 |     6043072 |     8256427 |    15419525
    num cache misses                 |     5670763 |     6125892 |     4112885 |      476280 |     5741928 |     5237298 |     4360003 |      898456
    miss rate                        |      73.74% |      72.06% |      70.13% |       3.48% |      70.02% |      86.67% |      52.81% |       5.83%
    mpki                             |       22.68 |        7.21 |        2.25 |        0.29 |        6.12 |        6.69 |        3.62 |        0.48
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7690457 |     6133336 |     4115647 |      534951 |     5744782 |     5717022 |     4502878 |      967505
    num cache misses                 |     5660106 |     5905202 |      392308 |      307893 |     5080373 |     1284494 |     1298484 |      393024
    miss rate                        |      73.60% |      96.28% |       9.53% |      57.56% |      88.43% |      22.47% |      28.84% |      40.62%
    mpki                             |       22.64 |        6.95 |        0.21 |        0.18 |        5.41 |        1.64 |        1.08 |        0.21
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    26994984 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      145.36 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       35.35 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      74.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
