                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   889323149 |   495760308 |  1251303376 |  1132674578 |  1161791919 |   553472835 |  1138114786 |  1308010597 |   559102354 |   249999886 |   391740364 |   566240468 |  1590258023 |   741080238 |   399396802 |  1952562135
  Cycles                             |  3977773219 |  3977774741 |  3977773851 |  3977773814 |  3977774434 |  3977774409 |  3977773061 |  3977773110 |  3977774308 |  3977769517 |  3977774871 |  3977773836 |  3977772972 |  3977774498 |  3977773264 |  3977773323
  IPC                                |        0.22 |        0.12 |        0.31 |        0.28 |        0.29 |        0.14 |        0.29 |        0.33 |        0.14 |        0.06 |        0.10 |        0.14 |        0.40 |        0.19 |        0.10 |        0.49
  Time (ns)                          |  1325924406 |  1325924914 |  1325924617 |  1325924605 |  1325924811 |  1325924803 |  1325924354 |  1325924370 |  1325924769 |  1325923172 |  1325924957 |  1325924612 |  1325924324 |  1325924833 |  1325924421 |  1325924441
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   150832418 |    39860400 |    71269584 |    25532780 |    50599393 |    71262369 |    52399870 |   199820928 |    33969982 |    34399075 |    58656810 |     5134915 |   105917885 |    39674358 |    31675150 |   360346682
  num incorrect                      |    13897060 |     6696582 |    12055741 |      453426 |     2886831 |    16752960 |      434079 |    51344283 |    20442443 |     4720676 |    13303591 |       34382 |    18191829 |      927976 |     2607170 |    24582727
  misprediction rate                 |       8.44% |      14.38% |      14.47% |       1.74% |       5.40% |      19.03% |       0.82% |      20.44% |      37.57% |      12.07% |      18.49% |       0.67% |      14.66% |       2.29% |       7.60% |       6.39%
  mpki                               |       15.63 |       13.51 |        9.63 |        0.40 |        2.48 |       30.27 |        0.38 |       39.25 |       36.56 |       18.88 |       33.96 |        0.06 |       11.44 |        1.25 |        6.53 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   103053216 |    72621930 |   140481474 |   101836192 |   111203618 |    77439230 |    87062279 |   170206183 |    66704780 |    43801034 |    54592138 |    50044870 |   192872942 |    73767473 |    33490417 |   320172898
