                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1386952005 |  2068653530 |  1821823337 |  1664899532 |   918255678 |   559011294 |  1421366666 |   280483667 |  2345981729 |   561333268 |  2150171638 |   807581199 |  1211909492 |  2767172020 |  1337366617
  Cycles                             |  1682954194 |  1682959035 |  1682959043 |  1682958937 |  1682958960 |  1682959129 |  1682959289 |  1682959142 |  1682959321 |  1682958956 |  1682958946 |  1682958985 |  1682958938 |  1682958932 |  1682958968 |  1682958961
  IPC                                |        0.15 |        0.82 |        1.23 |        1.08 |        0.99 |        0.55 |        0.33 |        0.84 |        0.17 |        1.39 |        0.33 |        1.28 |        0.48 |        0.72 |        1.64 |        0.79
  Time (ns)                          |   560984731 |   560986345 |   560986348 |   560986312 |   560986320 |   560986376 |   560986430 |   560986381 |   560986440 |   560986319 |   560986315 |   560986328 |   560986313 |   560986311 |   560986323 |   560986320
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    71841381 |   183784450 |    83890959 |    95541158 |    55796541 |    30302022 |   217429337 |    47375305 |   102785477 |    34608845 |   172978288 |    18405360 |    22179945 |   184169325 |   201518096
  num incorrect                      |     4720676 |    53756184 |    30732156 |      697012 |    16204667 |    33577345 |      708784 |    55677119 |     4312514 |     5845958 |     1119664 |    29033310 |      327068 |     3284341 |    31642070 |    22680118
  misprediction rate                 |      12.07% |      42.80% |      14.33% |       0.82% |      14.50% |      37.57% |       2.29% |      20.39% |       8.34% |       5.38% |       3.13% |      14.37% |       1.75% |      12.90% |      14.66% |      10.12%
  mpki                               |       18.88 |       38.76 |       14.86 |        0.38 |        9.73 |       36.57 |        1.27 |       39.17 |       15.38 |        2.49 |        1.99 |       13.50 |        0.40 |        2.71 |       11.43 |       16.96
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   111094980 |   234973854 |   139374363 |   187509660 |   109531275 |    56461580 |   184942896 |    32572167 |   224074209 |    53378827 |   315036436 |    72378632 |   115372841 |   335731522 |   214195496
    num misses                       |          84 |          52 |         772 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          74 |          18 |        8298
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   406072021 |   864958085 |  1048338721 |   780514652 |   422309424 |   193751380 |   478347702 |    97745403 |   716333109 |   185302188 |  1030917476 |   315808059 |   618480889 |  1166682900 |   539604501
    num misses                       |     4544377 |       22890 |      452328 |      141189 |      504258 |     2889283 |      295092 |     2112598 |     1675365 |      221770 |     1584435 |     5761877 |      162616 |     1387699 |     8282032 |     3077587
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.68% |       0.15% |       0.44% |       1.71% |       0.03% |       0.86% |       0.56% |       0.05% |       0.22% |       0.71% |       0.57%
    mpki                             |       18.18 |        0.02 |        0.22 |        0.08 |        0.30 |        3.15 |        0.53 |        1.49 |        5.97 |        0.09 |        2.82 |        2.68 |        0.20 |        1.15 |        2.99 |        2.30
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4544461 |       22942 |      453100 |      141232 |      504314 |     2889293 |      295139 |     2112617 |     1675407 |      221778 |     1584457 |     5761942 |      162620 |     1387773 |     8282050 |     3085885
    num misses                       |     1361751 |       20384 |       14445 |       41204 |       79302 |     2294936 |       95379 |      442718 |      479131 |        5722 |      144569 |       36359 |       86799 |       18181 |       63502 |      443305
    miss rate                        |      29.97% |      88.85% |       3.19% |      29.17% |      15.72% |      79.43% |      32.32% |      20.96% |      28.60% |       2.58% |       9.12% |       0.63% |      53.38% |       1.31% |       0.77% |      14.37%
    mpki                             |        5.45 |        0.01 |        0.01 |        0.02 |        0.05 |        2.50 |        0.17 |        0.31 |        1.71 |        0.00 |        0.26 |        0.02 |        0.11 |        0.02 |        0.02 |        0.33
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    43801034 |   111094980 |   234973854 |   139374363 |   187509660 |   109531275 |    56461580 |   184942896 |    32572167 |   224074209 |    53378827 |   315036436 |    72378632 |   115372841 |   335731522 |   214195496
    num cache misses                 |      518741 |       22835 |     2839318 |       66767 |      302169 |       25151 |       18032 |      651285 |       16474 |       13070 |       69842 |     9311059 |       22136 |       23164 |     2770024 |     3713580
    miss rate                        |       1.18% |       0.02% |       1.21% |       0.05% |       0.16% |       0.02% |       0.03% |       0.35% |       0.05% |       0.01% |       0.13% |       2.96% |       0.03% |       0.02% |       0.83% |       1.73%
    mpki                             |        2.07 |        0.02 |        1.37 |        0.04 |        0.18 |        0.03 |        0.03 |        0.46 |        0.06 |        0.01 |        0.12 |        4.33 |        0.03 |        0.02 |        1.00 |        2.78
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   116504258 |   406072021 |   864958085 |  1048338721 |   780514652 |   422309424 |   193751380 |   478347702 |    97745403 |   716333109 |   185302188 |  1030917476 |   315808059 |   618480889 |  1166682900 |   539604501
    num cache misses                 |     6468430 |     1399823 |     7780572 |     9460013 |     4668600 |     6514360 |     6927157 |     1812081 |    11551019 |    19055570 |    11089026 |    33947938 |     7933604 |     9456055 |     5358185 |     4906424
    miss rate                        |       5.55% |       0.34% |       0.90% |       0.90% |       0.60% |       1.54% |       3.58% |       0.38% |      11.82% |       2.66% |       5.98% |       3.29% |       2.51% |       1.53% |       0.46% |       0.91%
    mpki                             |       25.87 |        1.01 |        3.76 |        5.19 |        2.80 |        7.09 |       12.39 |        1.27 |       41.18 |        8.12 |       19.75 |       15.79 |        9.82 |        7.80 |        1.94 |        3.67
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     8166332 |     1462378 |    10660578 |     9541743 |     4980084 |     7053374 |     7895839 |     2862626 |    12475413 |    19140771 |    11943313 |    43274336 |     7961812 |     9766098 |     8169835 |     8804636
    num cache misses                 |     5304424 |     1350375 |      929010 |     5183691 |     2562973 |     4276146 |     5201818 |      709162 |     8675363 |      434501 |     3127125 |      372366 |     5494071 |     1618810 |      267869 |     1925993
    miss rate                        |      64.95% |      92.34% |       8.71% |      54.33% |      51.46% |      60.63% |      65.88% |      24.77% |      69.54% |       2.27% |      26.18% |       0.86% |      69.01% |      16.58% |       3.28% |      21.87%
    mpki                             |       21.22 |        0.97 |        0.45 |        2.85 |        1.54 |        4.66 |        9.31 |        0.50 |       30.93 |        0.19 |        5.57 |        0.17 |        6.80 |        1.34 |        0.10 |        1.44
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     6488446 |     1391149 |      977446 |     5200181 |     2600421 |     4973093 |     6184650 |     1116818 |     9585782 |      508878 |     3916013 |      390786 |     5502303 |     1910396 |      310281 |     2113430
    num cache misses                 |     4014527 |     1348575 |      735339 |     3097202 |     2036383 |     1658947 |     5018039 |      668725 |     5639408 |      433362 |     2862810 |      367331 |     5461474 |     1173690 |      267438 |     1655123
    miss rate                        |      61.87% |      96.94% |      75.23% |      59.56% |      78.31% |      33.36% |      81.14% |      59.88% |      58.83% |      85.16% |      73.11% |      94.00% |      99.26% |      61.44% |      86.19% |      78.31%
    mpki                             |       16.06 |        0.97 |        0.36 |        1.70 |        1.22 |        1.81 |        8.98 |        0.47 |       20.11 |        0.18 |        5.10 |        0.17 |        6.76 |        0.97 |        0.10 |        1.24
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    52883263 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      267.79 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      157.78 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
