                                   | Core 0    
  Instructions                     |  249999941
  Cycles                           |  175971867
  IPC                              |       1.42
  Time (ns)                        |   58657289
Branch predictor stats             |           
  num correct                      |   37707678
  num incorrect                    |    4237467
  misprediction rate               |     10.10%
  mpki                             |      16.95
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   40025757
    num misses                     |       1554
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  100673480
    num misses                     |     560416
    miss rate                      |      0.56%
    mpki                           |       2.24
  L2 TLB                           |           
    num accesses                   |     561970
    num misses                     |      79943
    miss rate                      |     14.23%
    mpki                           |       0.32
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   40025757
    num cache misses               |     739317
    miss rate                      |      1.85%
    mpki                           |       2.96
  Cache L1-D                       |           
    num cache accesses             |  100673480
    num cache misses               |     920086
    miss rate                      |      0.91%
    mpki                           |       3.68
  Cache L2                         |           
    num cache accesses             |    1684895
    num cache misses               |     897754
    miss rate                      |     53.28%
    mpki                           |       3.59
  Cache L3                         |           
    num cache accesses             |     923338
    num cache misses               |     240376
    miss rate                      |     26.03%
    mpki                           |       0.96
DRAM summary                       |           
  num dram accesses                |     273721
  average dram access latency (ns) |      56.73
  average dram queueing delay      |       1.72
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
