                                     | Core 0     | Core 1      | Core 2      | Core 3     
  Instructions                       |  249999973 |  1640427881 |  1777534889 |  1648078526
  Cycles                             |  904689877 |   904691400 |   904691400 |   904691363
  IPC                                |       0.28 |        1.81 |        1.96 |        1.82
  Time (ns)                          |  301563292 |   301563800 |   301563800 |   301563788
Branch predictor stats               |            |             |             |            
  num correct                        |   40600608 |    94180780 |   328046376 |   110051588
  num incorrect                      |    2521753 |    15937662 |    22379717 |    18803602
  misprediction rate                 |      5.85% |      14.47% |       6.39% |      14.59%
  mpki                               |      10.09 |        9.72 |       12.59 |       11.41
TLB Summary                          |            |             |             |            
  I-TLB                              |            |             |             |            
    num accesses                     |   41868591 |   184835831 |   291473439 |   199860256
    num misses                       |          4 |          56 |          39 |          18
    miss rate                        |      0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |            |             |             |            
    num accesses                     |   75636447 |   769273095 |   579303163 |   694428332
    num misses                       |      88470 |      495117 |          23 |     4881651
    miss rate                        |      0.12% |       0.06% |       0.00% |       0.70%
    mpki                             |       0.35 |        0.30 |        0.00 |        2.96
  L2 TLB                             |            |             |             |            
    num accesses                     |      88474 |      495173 |          62 |     4881669
    num misses                       |      88474 |       78064 |          62 |       37024
    miss rate                        |    100.00% |      15.76% |     100.00% |       0.76%
    mpki                             |       0.35 |        0.05 |        0.00 |        0.02
Cache Summary                        |            |             |             |            
  Cache L1-I                         |            |             |             |            
    num cache accesses               |   41868591 |   184835831 |   291473439 |   199860256
    num cache misses                 |       7192 |      533358 |     2720270 |     1681478
    miss rate                        |      0.02% |       0.29% |       0.93% |       0.84%
    mpki                             |       0.03 |        0.33 |        1.53 |        1.02
  Cache L1-D                         |            |             |             |            
    num cache accesses               |   75636447 |   769273095 |   579303163 |   694428332
    num cache misses                 |    5663704 |     4707173 |        6685 |     3244369
    miss rate                        |      7.49% |       0.61% |       0.00% |       0.47%
    mpki                             |      22.65 |        2.87 |        0.00 |        1.97
  Cache L2                           |            |             |             |            
    num cache accesses               |    7670176 |     5240940 |     2727542 |     4930161
    num cache misses                 |    5670896 |     3677506 |       19937 |      392248
    miss rate                        |     73.93% |      70.17% |       0.73% |       7.96%
    mpki                             |      22.68 |        2.24 |        0.01 |        0.24
  Cache L3                           |            |             |             |            
    num cache accesses               |    7670176 |     3677968 |       20524 |      396605
    num cache misses                 |    5584978 |       79026 |       17371 |       24077
    miss rate                        |     72.81% |       2.15% |      84.64% |       6.07%
    mpki                             |      22.34 |        0.05 |        0.01 |        0.01
DRAM summary                         |            |             |             |            
  num dram accesses                  |    7709717 |           0 |           0 |           0
  average dram access latency (ns)   |     112.74 |         inf |         inf |         inf
  average dram queueing delay        |       2.73 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |     25.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |            |             |             |            
  num loads from dram                |          0 |           0 |           0 |           0
  num loads from dram cache          |          0 |           0 |           0 |           0
  num loads from remote cache        |          0 |           0 |           0 |           0
