                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1382287396 |  1997868134 |  1975392540 |  1621149443 |   842285369 |   564631655 |  1403013881 |   302126632 |  2329645066 |   558285936 |  2129814500 |   811270417 |  1139633435 |  2738136098 |  1297947190
  Cycles                             |  1670075813 |  1670079600 |  1670079609 |  1670079531 |  1670079521 |  1670079612 |  1670079600 |  1670079600 |  1670080056 |  1670079600 |  1670079710 |  1670079620 |  1670079689 |  1670080026 |  1670079600 |  1670079612
  IPC                                |        0.15 |        0.83 |        1.20 |        1.18 |        0.97 |        0.50 |        0.34 |        0.84 |        0.18 |        1.39 |        0.33 |        1.28 |        0.49 |        0.68 |        1.64 |        0.78
  Time (ns)                          |   556691938 |   556693200 |   556693203 |   556693177 |   556693174 |   556693204 |   556693200 |   556693200 |   556693352 |   556693200 |   556693237 |   556693207 |   556693230 |   556693342 |   556693200 |   556693204
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    71724751 |   176948136 |    90965733 |    92888469 |    51174108 |    30585943 |   214560658 |    50514725 |   102206097 |    34429293 |   171322687 |    18513655 |    22024199 |   182408305 |   195404166
  num incorrect                      |     4720676 |    53527619 |    29506876 |      756482 |    15757032 |    30793812 |      715421 |    55000129 |     4650866 |     5810334 |     1117106 |    28756864 |      328874 |     3271549 |    31301349 |    22085790
  misprediction rate                 |      12.07% |      42.74% |      14.29% |       0.82% |      14.50% |      37.57% |       2.29% |      20.40% |       8.43% |       5.38% |       3.14% |      14.37% |       1.75% |      12.93% |      14.65% |      10.15%
  mpki                               |       18.88 |       38.72 |       14.77 |        0.38 |        9.72 |       36.56 |        1.27 |       39.20 |       15.39 |        2.49 |        2.00 |       13.50 |        0.41 |        2.87 |       11.43 |       17.02
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
