                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7     
  Instructions                       |  473351903 |  1330483857 |  249999898 |  672951328 |  1080578554 |  1104111251 |  419028675 |  1060513246
  Cycles                             |  895193414 |   895192898 |  895191174 |  895192393 |   895192392 |   895192662 |  895192685 |   895192413
  IPC                                |       0.53 |        1.49 |       0.28 |       0.75 |        1.21 |        1.23 |       0.47 |        1.18
  Time (ns)                          |  298397805 |   298397633 |  298397058 |  298397465 |   298397464 |   298397554 |  298397562 |   298397471
Branch predictor stats               |            |             |            |            |             |             |            |            
  num correct                        |   70619931 |    88544009 |    4856955 |   12873860 |    96339980 |    50831712 |   22366076 |    84045344
  num incorrect                      |   16174394 |    15221514 |    6669357 |    1868939 |    16155239 |      420979 |     523165 |     6864859
  misprediction rate                 |     18.64% |      14.67% |     57.86% |     12.68% |      14.36% |       0.82% |      2.29% |       7.55%
  mpki                               |      34.17 |       11.44 |      26.68 |       2.78 |       14.95 |        0.38 |       1.25 |        6.47
TLB Summary                          |            |             |            |            |             |             |            |            
  I-TLB                              |            |             |            |            |             |             |            |            
    num accesses                     |   66728253 |   161349577 |   27532058 |   64244568 |   122817385 |    84459583 |   42069930 |    89123009
    num misses                       |        167 |          18 |         14 |         66 |         448 |          43 |         47 |          42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            |             |             |            |            
    num accesses                     |  184671101 |   560776673 |   93614435 |  342364759 |   451885953 |   635348395 |  148332441 |   291862142
    num misses                       |     989052 |     3974259 |     661938 |     804090 |      235007 |       84850 |     227899 |     1420221
    miss rate                        |      0.54% |       0.71% |      0.71% |      0.23% |       0.05% |       0.01% |      0.15% |       0.49%
    mpki                             |       2.09 |        2.99 |       2.65 |       1.19 |        0.22 |        0.08 |       0.54 |        1.34
  L2 TLB                             |            |             |            |            |             |             |            |            
    num accesses                     |     989219 |     3974277 |     661952 |     804156 |      235455 |       84893 |     227946 |     1420263
    num misses                       |      93834 |       30349 |     661946 |      10353 |        7569 |       25463 |      71672 |      443108
    miss rate                        |      9.49% |       0.76% |    100.00% |      1.29% |       3.21% |      29.99% |     31.44% |      31.20%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |        0.42
Cache Summary                        |            |             |            |            |             |             |            |            
  Cache L1-I                         |            |             |            |            |             |             |            |            
    num cache accesses               |   66728253 |   161349577 |   27532058 |   64244568 |   122817385 |    84459583 |   42069930 |    89123009
    num cache misses                 |    4040543 |     1535609 |      19900 |     129235 |     1707884 |       74814 |      45601 |      168547
    miss rate                        |      6.06% |       0.95% |      0.07% |      0.20% |       1.39% |       0.09% |      0.11% |       0.19%
    mpki                             |       8.54 |        1.15 |       0.08 |       0.19 |        1.58 |        0.07 |       0.11 |        0.16
  Cache L1-D                         |            |             |            |            |             |             |            |            
    num cache accesses               |  184671101 |   560776673 |   93614435 |  342364759 |   451885953 |   635348395 |  148332441 |   291862142
    num cache misses                 |    3190994 |     2833181 |    7295232 |    5385654 |     4040899 |     5973832 |    5247830 |    15585968
    miss rate                        |      1.73% |       0.51% |      7.79% |      1.57% |       0.89% |       0.94% |      3.54% |       5.34%
    mpki                             |       6.74 |        2.13 |      29.18 |       8.00 |        3.74 |        5.41 |      12.52 |       14.70
  Cache L2                           |            |             |            |            |             |             |            |            
    num cache accesses               |    7440001 |     4422293 |    8260148 |    5809622 |     5782973 |     6058020 |    6021528 |    15779330
    num cache misses                 |    3232498 |      802888 |    7315132 |    2960287 |     2360161 |     4188552 |    4354338 |    14616900
    miss rate                        |     43.45% |      18.16% |     88.56% |     50.95% |      40.81% |      69.14% |     72.31% |      92.63%
    mpki                             |       6.83 |        0.60 |      29.26 |       4.40 |        2.18 |        3.79 |      10.39 |       13.78
  Cache L3                           |            |             |            |            |             |             |            |            
    num cache accesses               |    3441646 |      858231 |    8260148 |    3255138 |     2395840 |     4198593 |    5106493 |    14641856
    num cache misses                 |    1344559 |      444605 |    7296089 |    1019283 |      582693 |     2417397 |    3887776 |     1249303
    miss rate                        |     39.07% |      51.80% |     88.33% |     31.31% |      24.32% |      57.58% |     76.13% |       8.53%
    mpki                             |       2.84 |        0.33 |      29.18 |       1.51 |        0.54 |        2.19 |       9.28 |        1.18
DRAM summary                         |            |             |            |            |             |             |            |            
  num dram accesses                  |   26423963 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  average dram access latency (ns)   |     177.86 |         inf |        inf |        inf |         inf |         inf |        inf |         inf
  average dram queueing delay        |      67.85 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     88.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |            
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
