                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   263652408 |  3354282037 |  2071656598 |   901387919 |  3424481221 |  1954338864 |  2197703166 |  2096142252 |  1165592743 |   249999886 |   972683439 |   453370775 |  4214268782 |   606194092 |   350740295 |  4745951506
  Cycles                             |  2575073021 |  2575072677 |  2575072679 |  2575072748 |  2575072681 |  2575073160 |  2575072677 |  2575072677 |  2575072789 |  2575071517 |  2575072879 |  2575072677 |  2575072677 |  2575073035 |  2575073091 |  2575072677
  IPC                                |        0.10 |        1.30 |        0.80 |        0.35 |        1.33 |        0.76 |        0.85 |        0.81 |        0.45 |        0.10 |        0.38 |        0.18 |        1.64 |        0.24 |        0.14 |        1.84
  Time (ns)                          |   858357674 |   858357559 |   858357560 |   858357583 |   858357561 |   858357720 |   858357559 |   858357559 |   858357597 |   858357173 |   858357627 |   858357559 |   858357559 |   858357679 |   858357697 |   858357559
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    44966921 |   269756512 |   117874836 |    20292159 |   150556193 |   251259550 |   101198593 |   320374531 |    70831176 |    34399075 |   146849031 |     4090494 |   280857941 |    32436803 |    27792827 |   875867557
  num incorrect                      |     4056313 |    45306832 |    19982321 |      360264 |     8566678 |    58826095 |      840695 |    82228737 |    42623546 |     4720676 |    32399053 |       27344 |    48162573 |      759104 |     2274789 |    59750467
  misprediction rate                 |       8.27% |      14.38% |      14.49% |       1.74% |       5.38% |      18.97% |       0.82% |      20.42% |      37.57% |      12.07% |      18.07% |       0.66% |      14.64% |       2.29% |       7.57% |       6.39%
  mpki                               |       15.39 |       13.51 |        9.65 |        0.40 |        2.50 |       30.10 |        0.38 |       39.23 |       36.57 |       18.88 |       33.31 |        0.06 |       11.43 |        1.25 |        6.49 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    30702864 |   491364265 |   232774729 |    81069348 |   326593298 |   274112260 |   168129501 |   272753576 |   139052650 |    43801034 |   135456339 |    40068004 |   511338279 |    61190567 |    29800803 |   778216472
    num misses                       |          42 |          65 |          56 |           4 |           8 |         183 |          43 |          19 |          10 |          84 |         243 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    91103107 |  1608211203 |   974005416 |   356090525 |  1043623212 |   764888779 |  1264632515 |   705451089 |   536020528 |   116504258 |   378226285 |   123142915 |  1776786371 |   211931728 |    96450342 |  1546695730
    num misses                       |     1533506 |     8971909 |      628593 |      182318 |      332087 |     1343441 |      170266 |     3124571 |     3672058 |     4542929 |     2015232 |      218616 |    12589850 |      327814 |      472469 |          23
    miss rate                        |       1.68% |       0.56% |       0.06% |       0.05% |       0.03% |       0.18% |       0.01% |       0.44% |       0.69% |       3.90% |       0.53% |       0.18% |       0.71% |       0.15% |       0.49% |       0.00%
