                                   | Core 0    
  Instructions                     |   99999946
  Cycles                           |   84319349
  IPC                              |       1.19
  Time (ns)                        |   28106450
Branch predictor stats             |           
  num correct                      |    7935581
  num incorrect                    |     671619
  misprediction rate               |      7.80%
  mpki                             |       6.72
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   10577831
    num misses                     |         37
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   29343428
    num misses                     |      80302
    miss rate                      |      0.27%
    mpki                           |       0.80
  L2 TLB                           |           
    num accesses                   |      80339
    num misses                     |       3360
    miss rate                      |      4.18%
    mpki                           |       0.03
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   10577831
    num cache misses               |     199415
    miss rate                      |      1.89%
    mpki                           |       1.99
  Cache L1-D                       |           
    num cache accesses             |   29343428
    num cache misses               |     311995
    miss rate                      |      1.06%
    mpki                           |       3.12
  Cache L2                         |           
    num cache accesses             |     520496
    num cache misses               |     185027
    miss rate                      |     35.55%
    mpki                           |       1.85
  Cache L3                         |           
    num cache accesses             |     194234
    num cache misses               |     168318
    miss rate                      |     86.66%
    mpki                           |       1.68
DRAM summary                       |           
  num dram accesses                |     221450
  average dram access latency (ns) |      58.92
  average dram queueing delay      |       3.91
Coherency Traffic                  |           
  num loads from dram              |     113849
  num loads from dram cache        |          0
  num loads from remote cache      |          0
