                                   | Core 0    
  Instructions                     |   99999898
  Cycles                           |   98250764
  IPC                              |       1.02
  Time (ns)                        |   32750255
Branch predictor stats             |           
  num correct                      |    1021249
  num incorrect                    |     248524
  misprediction rate               |     19.57%
  mpki                             |       2.49
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9191444
    num misses                     |         49
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51375933
    num misses                     |      62546
    miss rate                      |      0.12%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      62595
    num misses                     |       1644
    miss rate                      |      2.63%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9191444
    num cache misses               |      19249
    miss rate                      |      0.21%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |   51375933
    num cache misses               |     706298
    miss rate                      |      1.37%
    mpki                           |       7.06
  Cache L2                         |           
    num cache accesses             |     756038
    num cache misses               |     308671
    miss rate                      |     40.83%
    mpki                           |       3.09
  Cache L3                         |           
    num cache accesses             |     339262
    num cache misses               |     265485
    miss rate                      |     78.25%
    mpki                           |       2.65
DRAM summary                       |           
  num dram accesses                |     514586
  average dram access latency (ns) |      51.64
  average dram queueing delay      |       1.63
Coherency Traffic                  |           
  num loads from dram              |     192618
  num loads from dram cache        |          0
  num loads from remote cache      |          0
