                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   781024087 |   249999981 |   399933610 |  2660604001 |  1727649753 |  1117799507 |  4547210030 |  4221336880
  Cycles                             |  2941247808 |  2941246164 |  2941247248 |  2941247187 |  2941247190 |  2941247264 |  2941247187 |  2941247187
  IPC                                |        0.27 |        0.08 |        0.14 |        0.90 |        0.59 |        0.38 |        1.55 |        1.44
  Time (ns)                          |   980415936 |   980415388 |   980415750 |   980415729 |   980415730 |   980415755 |   980415729 |   980415729
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7090793 |    58565837 |    66047952 |   406854897 |     2251510 |    68902311 |   209398406 |   339416098
  num incorrect                      |       47498 |     6500447 |     4148224 |   104245550 |       38156 |     2364541 |     1741947 |    57016551
  misprediction rate                 |       0.67% |       9.99% |       5.91% |      20.40% |       1.67% |       3.32% |       0.83% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.37 |       39.18 |        0.02 |        2.12 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    69027995 |    21135842 |    66845298 |   346193739 |   197892818 |   106315515 |   347879719 |   618360292
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   212744441 |    86633855 |   122528174 |   895533611 |  1292375870 |   370844273 |  2616612270 |  2023828279
    num misses                       |      380310 |     1331681 |      145466 |     3958810 |    46612368 |     3037435 |      352590 |    11289864
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.82% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.98 |        2.72 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      380313 |     1349122 |      145470 |     3958829 |    46612374 |     3037457 |      352633 |    11289929
    num misses                       |      380027 |     1140468 |      145470 |      829449 |    33278114 |      285212 |      101497 |       71886
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.95% |      71.39% |       9.39% |      28.78% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.26 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    69027995 |    21135842 |    66845298 |   346193739 |   197892818 |   106315515 |   347879719 |   618360292
    num cache misses                 |      536429 |      404890 |       11197 |     1754986 |      948441 |      696924 |      313747 |    20411562
    miss rate                        |       0.78% |       1.92% |       0.02% |       0.51% |       0.48% |       0.66% |       0.09% |       3.30%
    mpki                             |        0.69 |        1.62 |        0.03 |        0.66 |        0.55 |        0.62 |        0.07 |        4.84
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   212744441 |    86633855 |   122528174 |   895533611 |  1292375870 |   370844273 |  2616612270 |  2023828279
    num cache misses                 |    40175463 |     7454912 |     9312363 |     3654359 |    14707614 |    21565257 |    24592566 |    68011847
    miss rate                        |      18.88% |       8.61% |       7.60% |       0.41% |       1.14% |       5.82% |       0.94% |       3.36%
    mpki                             |       51.44 |       29.82 |       23.28 |        1.37 |        8.51 |       19.29 |        5.41 |       16.11
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    40711903 |     7880632 |    12548230 |     6118383 |    15668165 |    23826347 |    24917587 |    88431042
    num cache misses                 |    26457478 |     7535355 |     9323560 |     2398661 |    11149344 |    10389647 |    17209147 |    13357026
    miss rate                        |      64.99% |      95.62% |      74.30% |      39.20% |      71.16% |      43.61% |      69.06% |      15.10%
    mpki                             |       33.88 |       30.14 |       23.31 |        0.90 |        6.45 |        9.29 |        3.78 |        3.16
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    26457489 |     7556767 |    12548230 |     3119594 |    11161687 |    11961021 |    17220857 |    13366525
    num cache misses                 |    24313313 |     7225839 |     9306613 |      961386 |     9947954 |     5471725 |     3650536 |      213438
    miss rate                        |      91.90% |      95.62% |      74.17% |      30.82% |      89.13% |      45.75% |      21.20% |       1.60%
    mpki                             |       31.13 |       28.90 |       23.27 |        0.36 |        5.76 |        4.90 |        0.80 |        0.05
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    92187024 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      237.63 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      127.62 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
