                                     | Core 0     | Core 1      | Core 2      | Core 3     
  Instructions                       |  249999973 |  1651451878 |  1793295345 |  1661332171
  Cycles                             |  914370869 |   914372875 |   914372821 |   914372826
  IPC                                |       0.27 |        1.81 |        1.96 |        1.82
  Time (ns)                          |  304790290 |   304790959 |   304790941 |   304790942
Branch predictor stats               |            |             |             |            
  num correct                        |   40600608 |    94538734 |   330954704 |   110952362
  num incorrect                      |    2521753 |    15994997 |    22578069 |    18939422
  misprediction rate                 |      5.85% |      14.47% |       6.39% |      14.58%
  mpki                               |      10.09 |        9.69 |       12.59 |       11.40
TLB Summary                          |            |             |             |            
  I-TLB                              |            |             |             |            
    num accesses                     |   41868591 |   185842122 |   294057413 |   201456521
    num misses                       |          4 |          56 |          39 |          18
    miss rate                        |      0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |            |             |             |            
    num accesses                     |   75636447 |   775110130 |   584438757 |   699947814
    num misses                       |      88470 |      497284 |          23 |     4916762
    miss rate                        |      0.12% |       0.06% |       0.00% |       0.70%
    mpki                             |       0.35 |        0.30 |        0.00 |        2.96
  L2 TLB                             |            |             |             |            
    num accesses                     |      88474 |      497340 |          62 |     4916780
    num misses                       |      88474 |       78539 |          62 |       37243
    miss rate                        |    100.00% |      15.79% |     100.00% |       0.76%
    mpki                             |       0.35 |        0.05 |        0.00 |        0.02
Cache Summary                        |            |             |             |            
  Cache L1-I                         |            |             |             |            
    num cache accesses               |   41868591 |   185842122 |   294057413 |   201456521
    num cache misses                 |       7090 |      534780 |     2745885 |     1698680
    miss rate                        |      0.02% |       0.29% |       0.93% |       0.84%
    mpki                             |       0.03 |        0.32 |        1.53 |        1.02
  Cache L1-D                         |            |             |             |            
    num cache accesses               |   75636447 |   775110130 |   584438757 |   699947814
    num cache misses                 |    5663673 |     4739836 |        7694 |     3289218
    miss rate                        |      7.49% |       0.61% |       0.00% |       0.47%
    mpki                             |      22.65 |        2.87 |        0.00 |        1.98
  Cache L2                           |            |             |             |            
    num cache accesses               |    7690457 |     5275011 |     2754323 |     4995149
    num cache misses                 |    5670763 |     3699678 |       24420 |      412778
    miss rate                        |     73.74% |      70.14% |       0.89% |       8.26%
    mpki                             |      22.68 |        2.24 |        0.01 |        0.25
  Cache L3                           |            |             |             |            
    num cache accesses               |    7690457 |     3700123 |       25164 |      420111
    num cache misses                 |    5660106 |       93213 |       22922 |       37850
    miss rate                        |     73.60% |       2.52% |      91.09% |       9.01%
    mpki                             |      22.64 |        0.06 |        0.01 |        0.02
DRAM summary                         |            |             |             |            
  num dram accesses                  |    7835085 |           0 |           0 |           0
  average dram access latency (ns)   |     112.69 |         inf |         inf |         inf
  average dram queueing delay        |       2.68 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |     25.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |            |             |             |            
  num loads from dram                |          0 |           0 |           0 |           0
  num loads from dram cache          |          0 |           0 |           0 |           0
  num loads from remote cache        |          0 |           0 |           0 |           0
