                                   | Core 0    
  Instructions                     |   99999980
  Cycles                           |   94795626
  IPC                              |       1.05
  Time (ns)                        |   31598542
Branch predictor stats             |           
  num correct                      |   12316881
  num incorrect                    |    3223138
  misprediction rate               |     20.74%
  mpki                             |      32.23
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   14161578
    num misses                     |         77
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   39820761
    num misses                     |      63054
    miss rate                      |      0.16%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      63131
    num misses                     |      15990
    miss rate                      |     25.33%
    mpki                           |       0.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   14161578
    num cache misses               |     433337
    miss rate                      |      3.06%
    mpki                           |       4.33
  Cache L1-D                       |           
    num cache accesses             |   39820761
    num cache misses               |     417574
    miss rate                      |      1.05%
    mpki                           |       4.18
  Cache L2                         |           
    num cache accesses             |     868327
    num cache misses               |     353034
    miss rate                      |     40.66%
    mpki                           |       3.53
  Cache L3                         |           
    num cache accesses             |     370500
    num cache misses               |      39563
    miss rate                      |     10.68%
    mpki                           |       0.40
DRAM summary                       |           
  num dram accesses                |      39563
  average dram access latency (ns) |     101.21
  average dram queueing delay      |      16.17
Coherency Traffic                  |           
  num loads from dram              |      33714
  num loads from dram cache        |          0
  num loads from remote cache      |          0
