                                   | Core 0    
  Instructions                     |  499999886
  Cycles                           |  450094059
  IPC                              |       1.11
  Time (ns)                        |  150031353
Branch predictor stats             |           
  num correct                      |   28128847
  num incorrect                    |    1634481
  misprediction rate               |      5.49%
  mpki                             |       3.27
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49338103
    num misses                     |         92
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  157040580
    num misses                     |     257696
    miss rate                      |      0.16%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     257788
    num misses                     |      45993
    miss rate                      |     17.84%
    mpki                           |       0.09
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49338103
    num cache misses               |      33501
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  157040580
    num cache misses               |    4440637
    miss rate                      |      2.83%
    mpki                           |       8.88
  Cache L2                         |           
    num cache accesses             |    5104806
    num cache misses               |    3475013
    miss rate                      |     68.07%
    mpki                           |       6.95
  Cache L3                         |           
    num cache accesses             |    4111683
    num cache misses               |    3105947
    miss rate                      |     75.54%
    mpki                           |       6.21
DRAM summary                       |           
  num dram accesses                |    4294594
  average dram access latency (ns) |      56.83
  average dram queueing delay      |       1.82
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
