                                   | Core 0    
  Instructions                     |  249999912
  Cycles                           |  220074165
  IPC                              |       1.14
  Time (ns)                        |   73358055
Branch predictor stats             |           
  num correct                      |   13325983
  num incorrect                    |     311809
  misprediction rate               |      2.29%
  mpki                             |       1.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   24892730
    num misses                     |         47
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   86640596
    num misses                     |     132044
    miss rate                      |      0.15%
    mpki                           |       0.53
  L2 TLB                           |           
    num accesses                   |     132091
    num misses                     |      40804
    miss rate                      |     30.89%
    mpki                           |       0.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   24892730
    num cache misses               |      22760
    miss rate                      |      0.09%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   86640596
    num cache misses               |    3028211
    miss rate                      |      3.50%
    mpki                           |      12.11
  Cache L2                         |           
    num cache accesses             |    3386174
    num cache misses               |    2433978
    miss rate                      |     71.88%
    mpki                           |       9.74
  Cache L3                         |           
    num cache accesses             |    2777455
    num cache misses               |    1937884
    miss rate                      |     69.77%
    mpki                           |       7.75
DRAM summary                       |           
  num dram accesses                |    2669423
  average dram access latency (ns) |      57.65
  average dram queueing delay      |       2.64
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
