                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5233403963 |  3094761073 |  3195875786 |  4725212580 |   976269214 |  2309286595 |  5145510254 |   249999989
  Cycles                             |  4254051705 |  4254051600 |  4254052266 |  4254051646 |  4254051811 |  4254051958 |  4254051768 |  4254047294
  IPC                                |        1.23 |        0.73 |        0.75 |        1.11 |        0.23 |        0.54 |        1.21 |        0.06
  Time (ns)                          |  1418017235 |  1418017200 |  1418017422 |  1418017216 |  1418017271 |  1418017320 |  1418017256 |  1418015765
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   463397131 |   335175669 |   411151863 |   269660446 |   165427912 |   140375515 |   236947645 |    43244780
  num incorrect                      |    77287016 |    51060989 |    96129708 |    45625409 |    15253771 |    84470448 |     1970372 |    11689069
  misprediction rate                 |      14.29% |      13.22% |      18.95% |      14.47% |       8.44% |      37.57% |       0.82% |      21.28%
  mpki                               |       14.77 |       16.50 |       30.08 |        9.66 |       15.62 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   594163933 |   364189197 |   448205830 |   530898893 |   113265470 |   275639297 |   393651665 |    23761816
    num misses                       |        1814 |          10 |         238 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2188518679 |  1390696287 |  1249835672 |  2219402665 |   338486017 |  1061856717 |  2960894872 |    88558906
    num misses                       |     1155092 |    14134995 |     2215705 |     1434355 |     5753154 |     7298773 |      398534 |    21160252
    miss rate                        |       0.05% |       1.02% |       0.18% |       0.06% |       1.70% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.57 |        0.69 |        0.30 |        5.89 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1156906 |    14135005 |     2215943 |     1434411 |     5753196 |     7298783 |      398577 |    21160255
    num misses                       |       36632 |     1257792 |      354892 |      225885 |     1560380 |     5803590 |      115019 |    10898582
    miss rate                        |       3.17% |       8.90% |      16.02% |      15.75% |      27.12% |      79.51% |      28.86% |      51.50%
    mpki                             |        0.01 |        0.41 |        0.11 |        0.05 |        1.60 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   594163933 |   364189197 |   448205830 |   530898893 |   113265470 |   275639297 |   393651665 |    23761816
    num cache misses                 |     7288287 |       38125 |    12983071 |      807741 |       44622 |       39810 |      151077 |       27610
    miss rate                        |       1.23% |       0.01% |       2.90% |       0.15% |       0.04% |       0.01% |       0.04% |       0.12%
    mpki                             |        1.39 |        0.01 |        4.06 |        0.17 |        0.05 |        0.02 |        0.03 |        0.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2188518679 |  1390696287 |  1249835672 |  2219402665 |   338486017 |  1061856717 |  2960894872 |    88558906
    num cache misses                 |    20218019 |    44499869 |    15412942 |    13311683 |    39432013 |    16434774 |    26728708 |    28770001
    miss rate                        |       0.92% |       3.20% |       1.23% |       0.60% |      11.65% |       1.55% |       0.90% |      32.49%
    mpki                             |        3.86 |       14.38 |        4.82 |        2.82 |       40.39 |        7.12 |        5.19 |      115.08
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    27680366 |    45089542 |    29493186 |    14156613 |    43037268 |    18340659 |    26950646 |    32541456
    num cache misses                 |     2981238 |    13304023 |     4591326 |     7016409 |    26463223 |     8337994 |    13611291 |    18810402
    miss rate                        |      10.77% |      29.51% |      15.57% |      49.56% |      61.49% |      45.46% |      50.50% |      57.80%
    mpki                             |        0.57 |        4.30 |        1.44 |        1.48 |       27.11 |        3.61 |        2.65 |       75.24
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3190228 |    14156278 |     5732818 |     7173367 |    30154105 |    10787186 |    13713587 |    22652940
    num cache misses                 |     2956983 |    10527486 |     4486449 |     6939813 |    21323454 |     6093793 |    11875912 |    17416234
    miss rate                        |      92.69% |      74.37% |      78.26% |      96.74% |      70.71% |      56.49% |      86.60% |      76.88%
    mpki                             |        0.57 |        3.40 |        1.40 |        1.47 |       21.84 |        2.64 |        2.31 |       69.66
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   119819112 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      176.62 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       66.61 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      84.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
