                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5      | Core 6     | Core 7    
  Instructions                       |  456368460 |  397929920 |  265457672 |  478908022 |  277866275 |  1240780171 |  436039663 |  249999941
  Cycles                             |  618401705 |  618401700 |  618401952 |  618401713 |  618401700 |   618401600 |  618401700 |  618398530
  IPC                                |       0.74 |       0.64 |       0.43 |       0.77 |       0.45 |        2.01 |       0.71 |       0.40
  Time (ns)                          |  206133902 |  206133900 |  206133984 |  206133905 |  206133900 |   206133867 |  206133900 |  206132844
Branch predictor stats               |            |            |            |            |            |             |            |           
  num correct                        |   57344835 |    8658369 |   21339619 |   31864973 |   15463938 |    98360900 |     567762 |   37707678
  num incorrect                      |    6414580 |     152655 |    3589514 |    5441828 |     360857 |     8046147 |       9622 |    4237467
  misprediction rate                 |     10.06% |      1.73% |     14.40% |     14.59% |      2.28% |       7.56% |      1.67% |     10.10%
  mpki                               |      14.06 |       0.38 |      13.52 |      11.36 |       1.30 |        6.48 |       0.02 |      16.95
TLB Summary                          |            |            |            |            |            |             |            |           
  I-TLB                              |            |            |            |            |            |             |            |           
    num accesses                     |   70558123 |   36099195 |   38887061 |   58055733 |   28557854 |   103917168 |   49947382 |   40025757
    num misses                       |        358 |          4 |         65 |         18 |         47 |          42 |          6 |       1554
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |             |            |           
    num accesses                     |  184772705 |  158387151 |  127226162 |  201617527 |   96854457 |   341515903 |  326176396 |  100673480
    num misses                       |      54619 |      76024 |     712792 |    1387829 |     156047 |     1668798 |   11809603 |     561141
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.69% |      0.16% |       0.49% |      3.62% |      0.56%
    mpki                             |       0.12 |       0.19 |       2.69 |       2.90 |       0.56 |        1.34 |      27.08 |       2.24
  L2 TLB                             |            |            |            |            |            |             |            |           
    num accesses                     |      54977 |      76028 |     712857 |    1387847 |     156094 |     1668840 |   11809609 |     562695
    num misses                       |       1797 |      44914 |       4630 |      10685 |      49618 |      518997 |    8474563 |      79998
    miss rate                        |      3.27% |     59.08% |      0.65% |      0.77% |     31.79% |      31.10% |     71.76% |     14.22%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.18 |        0.42 |      19.44 |       0.32
Cache Summary                        |            |            |            |            |            |             |            |           
  Cache L1-I                         |            |            |            |            |            |             |            |           
    num cache accesses               |   70558123 |   36099195 |   38887061 |   58055733 |   28557854 |   103917168 |   49947382 |   40025757
    num cache misses                 |    2033100 |      25147 |    1441628 |     851505 |      26694 |      103910 |     145797 |    1035728
    miss rate                        |      2.88% |      0.07% |      3.71% |      1.47% |      0.09% |       0.10% |      0.29% |      2.59%
    mpki                             |       4.45 |       0.06 |       5.43 |       1.78 |       0.10 |        0.08 |       0.33 |       4.14
  Cache L1-D                         |            |            |            |            |            |             |            |           
    num cache accesses               |  184772705 |  158387151 |  127226162 |  201617527 |   96854457 |   341515903 |  326176396 |  100673480
    num cache misses                 |    1692278 |    3882542 |    4549420 |    1646441 |    3565967 |    18189180 |    3610264 |    1192248
    miss rate                        |      0.92% |      2.45% |      3.58% |      0.82% |      3.68% |       5.33% |      1.11% |      1.18%
    mpki                             |       3.71 |       9.76 |      17.14 |       3.44 |      12.83 |       14.66 |       8.28 |       4.77
  Cache L2                           |            |            |            |            |            |             |            |           
    num cache accesses               |    3793019 |    3934839 |    6049240 |    2664506 |    4146093 |    18300572 |    3769771 |    2390666
    num cache misses                 |     992184 |    2990712 |    1416275 |    1210977 |    2965593 |    15431140 |    2742321 |    1452985
    miss rate                        |     26.16% |     76.01% |     23.41% |     45.45% |     71.53% |      84.32% |     72.75% |     60.78%
    mpki                             |       2.17 |       7.52 |       5.34 |       2.53 |      10.67 |       12.44 |       6.29 |       5.81
  Cache L3                           |            |            |            |            |            |             |            |           
    num cache accesses               |    1060469 |    3027226 |    1481721 |    1382735 |    3550625 |    15438773 |    2756071 |    1616652
    num cache misses                 |     973801 |    2978721 |    1393170 |    1187675 |    2958936 |      253676 |    2707647 |    1436854
    miss rate                        |     91.83% |     98.40% |     94.02% |     85.89% |     83.34% |       1.64% |     98.24% |     88.88%
    mpki                             |       2.13 |       7.49 |       5.25 |       2.48 |      10.65 |        0.20 |       6.21 |       5.75
DRAM summary                         |            |            |            |            |            |             |            |           
  num dram accesses                  |   17738000 |          0 |          0 |          0 |          0 |           0 |          0 |          0
  average dram access latency (ns)   |     170.43 |        inf |        inf |        inf |        inf |         inf |        inf |        inf
  average dram queueing delay        |      60.42 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     86.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |             |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |           0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |           0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |           0 |          0 |          0
