                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  531555607 |  1519431658 |  249999898 |  826597295 |  1234535384 |  1194857902 |  424782885 |  256443322
  Cycles                             |  900784512 |   900784460 |  900781235 |  900784495 |   900784336 |   900784677 |  900784500 |  900784717
  IPC                                |       0.59 |        1.69 |       0.28 |       0.92 |        1.37 |        1.33 |       0.47 |       0.28
  Time (ns)                          |  300261504 |   300261487 |  300260412 |  300261498 |   300261445 |   300261559 |  300261500 |  300261572
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   80841454 |   101019635 |    4856955 |   17277098 |   109034864 |    55018213 |   22680099 |   20331318
  num incorrect                      |   17408090 |    17372702 |    6669357 |    2557885 |    18188425 |      456482 |     530668 |    1661368
  misprediction rate                 |     17.72% |      14.67% |     57.86% |     12.90% |      14.30% |       0.82% |      2.29% |      7.55%
  mpki                               |      32.75 |       11.43 |      26.68 |       3.09 |       14.73 |        0.38 |       1.25 |       6.48
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   73444080 |   184316904 |   27532058 |   79226928 |   140067965 |    91408770 |   42834544 |   21473183
    num misses                       |        178 |          18 |         14 |         70 |         502 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  206427547 |   640507592 |   93614435 |  414942590 |   516501447 |   687558764 |  150069810 |   70715156
    num misses                       |    1103747 |     4538448 |     661938 |     993209 |      273978 |       92486 |     229212 |     344493
    miss rate                        |      0.53% |       0.71% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.49%
    mpki                             |       2.08 |        2.99 |       2.65 |       1.20 |        0.22 |        0.08 |       0.54 |       1.34
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |    1103925 |     4538466 |     661952 |     993279 |      274480 |       92529 |     229259 |     344535
    num misses                       |     104169 |       34897 |     661946 |      13926 |        8868 |       27345 |      72830 |     106875
    miss rate                        |      9.44% |       0.77% |    100.00% |      1.40% |       3.23% |      29.55% |     31.77% |     31.02%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.42
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   73444080 |   184316904 |   27532058 |   79226928 |   140067965 |    91408770 |   42834544 |   21473183
    num cache misses                 |    4298700 |     1609637 |      18829 |     150318 |     1942363 |       81512 |      43544 |      41191
    miss rate                        |      5.85% |       0.87% |      0.07% |      0.19% |       1.39% |       0.09% |      0.10% |      0.19%
    mpki                             |       8.09 |        1.06 |       0.08 |       0.18 |        1.57 |        0.07 |       0.10 |       0.16
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  206427547 |   640507592 |   93614435 |  414942590 |   516501447 |   687558764 |  150069810 |   70715156
    num cache misses                 |    4741648 |     3048039 |    7294764 |    6714870 |     4804941 |     6464284 |    5312090 |    3763727
    miss rate                        |      2.30% |       0.48% |      7.79% |      1.62% |       0.93% |       0.94% |      3.54% |      5.32%
    mpki                             |       8.92 |        2.01 |      29.18 |       8.12 |        3.89 |        5.41 |      12.51 |      14.68
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    9239900 |     4683522 |    8258451 |    6976876 |     6763016 |     6553808 |    6060111 |    3836374
    num cache misses                 |    4642239 |      532106 |    7313593 |    3465421 |     2692213 |     4526210 |    4366519 |    3523086
    miss rate                        |     50.24% |      11.36% |     88.56% |     49.67% |      39.81% |      69.06% |     72.05% |     91.83%
    mpki                             |       8.73 |        0.35 |      29.25 |       4.19 |        2.18 |        3.79 |      10.28 |      13.74
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    4842106 |      558653 |    8258451 |    3577214 |     2708318 |     4534621 |    5083031 |    3554631
    num cache misses                 |    1172924 |      179685 |    7292436 |     682972 |      327693 |     2291701 |    3783712 |    3040554
    miss rate                        |     24.22% |      32.16% |     88.30% |     19.09% |      12.10% |      50.54% |     74.44% |     85.54%
    mpki                             |       2.21 |        0.12 |      29.17 |       0.83 |        0.27 |        1.92 |       8.91 |      11.86
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   26631853 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     180.19 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      70.18 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     88.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
