                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1128653063 |  10642730135 |   420981481 |  8550311492 |   460528845 |  8155833089 |  3780385871 |   508574298 |   878864977 |  1756662493 |  1040604133 |  3856821287 |   249999981 |   662716118 |  9572997287 |  7540417682
  Cycles                             |  5912877419 |   5912876550 |  5912876911 |  5912876539 |  5912880053 |  5912876556 |  5912876559 |  5912876876 |  5912877711 |  5912877575 |  5912876656 |  5912877079 |  5912874564 |  5912877776 |  5912876541 |  5912876550
  IPC                                |        0.19 |         1.80 |        0.07 |        1.45 |        0.08 |        1.38 |        0.64 |        0.09 |        0.15 |        0.30 |        0.18 |        0.65 |        0.04 |        0.11 |        1.62 |        1.28
  Time (ns)                          |  1970959140 |   1970958850 |  1970958970 |  1970958846 |  1970960018 |  1970958852 |  1970958853 |  1970958959 |  1970959237 |  1970959192 |  1970958885 |  1970959026 |  1970958188 |  1970959259 |  1970958847 |  1970958850
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    60795481 |   1964121207 |    69576627 |   758204153 |    63310312 |  1086107713 |   570005468 |    86263621 |     7966186 |    40498410 |    34701078 |   207855811 |    58565837 |    12391431 |   637672778 |   332695628
  num incorrect                      |     1422073 |    133989977 |     4400563 |   126474585 |     8708421 |   109738080 |    64138464 |     7911932 |       53332 |      722356 |    16278829 |   146437161 |     6500447 |    17229837 |   109496865 |    18892583
  misprediction rate                 |       2.29% |        6.39% |       5.95% |      14.30% |      12.09% |       9.18% |      10.11% |       8.40% |       0.67% |       1.75% |      31.93% |      41.33% |       9.99% |      58.17% |      14.65% |       5.37%
  mpki                               |        1.26 |        12.59 |       10.45 |       14.79 |       18.91 |       13.46 |       16.97 |       15.56 |        0.06 |        0.41 |       15.64 |       37.97 |       26.00 |       26.00 |       11.44 |        2.51
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   113208193 |   1745141283 |    70626319 |   970995812 |    80661526 |  1222736364 |   605377740 |    58932576 |    77674590 |   156983878 |    81366198 |   314205663 |    21135842 |    72126840 |  1161570249 |   718290891
    num misses                       |          47 |           39 |           4 |        2889 |          92 |        5287 |       22254 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   393032779 |   3468448826 |   128325898 |  3575043965 |   214583469 |  3182370840 |  1523102299 |   176076387 |   239218592 |   689876688 |   452981009 |  1137257019 |    86633855 |   242716527 |  4036661141 |  2293428209
    num misses                       |      607119 |           23 |      152854 |     1877423 |     8350034 |      985592 |     8529338 |     2965873 |      426860 |      368332 |      468273 |       67802 |     1331687 |     1697461 |    28703068 |      733670
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.56% |       1.68% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.70% |       0.71% |       0.03%
    mpki                             |        0.54 |         0.00 |        0.36 |        0.22 |       18.13 |        0.12 |        2.26 |        5.83 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.56 |        3.00 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      607166 |           62 |      152858 |     1880312 |     8350126 |      990879 |     8551592 |     2965915 |      426863 |      368336 |      468276 |       67854 |     1349128 |     1697475 |    28703086 |      733678
    num misses                       |      188137 |           62 |      152858 |       59335 |     2488243 |       28955 |     1216481 |      808001 |      426540 |      191539 |      318916 |       60602 |     1140467 |     1697456 |      219319 |       18249
    miss rate                        |      30.99% |      100.00% |     100.00% |       3.16% |      29.80% |       2.92% |      14.23% |      27.24% |      99.92% |      52.00% |      68.10% |      89.31% |      84.53% |     100.00% |       0.76% |       2.49%
    mpki                             |        0.17 |         0.00 |        0.36 |        0.01 |        5.40 |        0.00 |        0.32 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.56 |        0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   113208193 |   1745141283 |    70626319 |   970995812 |    80661526 |  1222736364 |   605377740 |    58932576 |    77674590 |   156983878 |    81366198 |   314205663 |    21135842 |    72126840 |  1161570249 |   718290891
    num cache misses                 |      110998 |     16463037 |       11784 |    13267044 |     1751735 |    25159384 |    11511489 |       66852 |      603452 |      226000 |      117154 |       81987 |      402846 |       54198 |     9990230 |      119035
    miss rate                        |       0.10% |        0.94% |       0.02% |       1.37% |       2.17% |       2.06% |       1.90% |       0.11% |       0.78% |       0.14% |       0.14% |       0.03% |       1.91% |       0.08% |       0.86% |       0.02%
    mpki                             |        0.10 |         1.55 |        0.03 |        1.55 |        3.80 |        3.08 |        3.05 |        0.13 |        0.69 |        0.13 |        0.11 |        0.02 |        1.61 |        0.08 |        1.04 |        0.02
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   393032779 |   3468448826 |   128325898 |  3575043965 |   214583469 |  3182370840 |  1523102299 |   176076387 |   239218592 |   689876688 |   452981009 |  1137257019 |    86633855 |   242716527 |  4036661141 |  2293428209
    num cache misses                 |    13965318 |       138227 |     9785258 |    33050169 |    12205052 |    43437081 |    14255012 |    20684536 |    45095727 |    17879393 |    23050681 |     4182396 |     7451566 |    18620057 |    18961668 |    60787232
    miss rate                        |       3.55% |        0.00% |       7.63% |       0.92% |       5.69% |       1.36% |       0.94% |      11.75% |      18.85% |       2.59% |       5.09% |       0.37% |       8.60% |       7.67% |       0.47% |       2.65%
    mpki                             |       12.37 |         0.01 |       23.24 |        3.87 |       26.50 |        5.33 |        3.77 |       40.67 |       51.31 |       10.18 |       22.15 |        1.08 |       29.81 |       28.10 |        1.98 |        8.06
  Cache L2                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16113957 |     16619473 |    13130678 |    46328664 |    16354756 |    68885463 |    26191803 |    22972549 |    45699187 |    18106919 |    24757532 |     4384147 |     7873247 |    21028943 |    29059790 |    61118935
    num cache misses                 |    11393118 |       384483 |     9797042 |    18322093 |    11988001 |     3938464 |    13786835 |    18290937 |    29699252 |    12548600 |    20654279 |     4073478 |     7525739 |    18674255 |     2799562 |     1926107
    miss rate                        |      70.70% |        2.31% |      74.61% |      39.55% |      73.30% |       5.72% |      52.64% |      79.62% |      64.99% |      69.30% |      83.43% |      92.91% |      95.59% |      88.80% |       9.63% |       3.15%
    mpki                             |       10.09 |         0.04 |       23.27 |        2.14 |       26.03 |        0.48 |        3.65 |       35.97 |       33.79 |        7.14 |       19.85 |        1.06 |       30.10 |       28.18 |        0.29 |        0.26
  Cache L3                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    13457927 |       402692 |    13130678 |    18333565 |    14389795 |     4227801 |    14213697 |    20513013 |    29699260 |    12552949 |    22243976 |     4195274 |     7545139 |    21028943 |     2909573 |     2144917
    num cache misses                 |    10029486 |       379122 |     9779255 |      473819 |     8190444 |     1703871 |     3932337 |    11762544 |    26805148 |    12040676 |    20388767 |     4043843 |     7264234 |    18617026 |      617841 |     1184453
